RecordedDate,ResponseId,age,sex,country,city,country_raw
2023-05-26 16:50:16,R_2TMCJjUUU0MoBGz,18-21,Female,United States,Texas,United States
2023-05-26 20:24:01,R_1mJCJkPV1CdDY2v,27-31,Male,Fiji,Suva,Fiji
2023-05-27 00:46:27,R_3NEPKIuSxuSGjuA,22-26,Female,Papua New Guinea,Lae,Papua New Guinea
2023-05-27 00:49:24,R_2uECMnBdIBSk8qn,18-21,Female,Papua New Guinea,Port Moresby,Papua New Guinea
2023-05-27 00:55:49,R_3qJz703n3M9f6RL,27-31,Female,Papua New Guinea,Port Moresby,Papua New Guinea
2023-05-27 01:09:47,R_1jcEAJMBI3f5pa8,22-26,Female,Papua New Guinea,Port Moresby,PNG
2023-05-27 11:27:47,R_31F9mwQKxWpfVrN,18-21,Male,United States,Montana,America
2023-05-27 19:25:36,R_xFtmEu8U8oI7Bqp,22-26,Female,Thailand,Udon Thani,Thailand
2023-05-27 21:04:59,R_8BKxhSL8dQwSgWB,18-21,Male,Brazil,São Paulo,Brazil
2023-05-27 21:15:47,R_3PFdVJQN2NYr4OL,22-26,Male,South Korea,Pyeongtaek-si,South Korea
2023-05-27 22:30:15,R_30c8VR0dXPHgDu9,22-26,Male,Ecuador,Hawaii,Ecuador
2023-05-28 01:25:39,R_YcwoEpQOMGlznpv,18-21,Female,United States,Texas,United States
2023-05-28 02:19:40,R_OJXdHdIWVuHqnMB,18-21,Male,United States,California,Usa
2023-05-28 03:45:24,R_1BSfhem0oodoRCY,18-21,Female,United States,Provo,United States
2023-05-28 03:46:02,R_ewU1poATnAOPq7v,22-26,Male,Malaysia,Kuala Lumpur,Malaysia
2023-05-28 07:20:41,R_2V9cS75IBq1Z7Rp,18-21,Female,Mexico,Sonora,Mexico
2023-05-28 09:26:42,R_77pLcaS9q6lW277,18-21,Male,United States,Kaneohe,USA
2023-05-28 14:21:38,R_Rb1zR3qMIWZZ1jX,22-26,Female,United States,South Florida,Usa
2023-05-28 19:03:17,R_Cftl3Wn5aK3BXdD,18-21,Male,United States,Utah,USA
2023-05-29 00:54:59,R_3qrGxRIkQ76tugX,22-26,Male,Philippines,Legazpi,Philippines
2023-05-29 01:15:25,R_UbhTSaMMDREDq2R,22-26,Male,Fiji,Suva,Fiji
2023-05-29 04:07:03,R_1lo5PYghf2ySxLM,22-26,Male,Papua New Guinea,Lae,Papua New Guinea
2023-05-29 06:05:27,R_11avagX8VOkSb3w,22-26,Female,Tonga,Nuku’alofa,Tonga
2023-05-29 07:33:08,R_2sQKlfVsjQLYRDp,18-21,Female,Mexico,Veracruz,México
2023-05-29 08:36:44,R_29vxqhCu7zfKzYe,43-49,Male,United States,"Mclean, VA",United States
2023-05-29 12:51:35,R_1pMQiQt1amQQ7MY,22-26,Female,Canada,Vancouver,Canada
2023-05-29 13:50:47,R_3KPz9Pu4TJ9S1WQ,32-36,Female,Mongolia,Ulaanbaatar,Mongolia
2023-05-29 15:34:57,R_2tlDwFqnRFvgkiZ,18-21,Female,United States,Utah,United States
2023-05-29 15:39:43,R_2SpCUJDoTwdqHpc,32-36,Male,United States,Hawaii,Usa
2023-05-29 17:54:36,R_3qssVXZoeNsLgbl,18-21,Female,United States,Virginia/Hawaii,USA
2023-05-29 18:06:16,R_rqcaTLANScELzuF,22-26,Female,United States,Utah,United States
2023-05-29 21:30:51,R_4Iowui3PIT2RpoR,18-21,Female,United States,TX,US
2023-05-29 21:45:09,R_3n108tl7zQ89rTH,18-21,Female,United States,Utah,usa
2023-05-29 21:51:14,R_12eQgBqc3dJQrF5,18-21,Female,United States,Minnesota,United States
2023-05-29 22:03:00,R_ALqEZrIMfXjmpOx,22-26,Male,Philippines,Quezon City,Philippines
2023-05-29 22:12:38,R_DnI8C9GoB0khBNn,22-26,Female,China,Hebei,China
2023-05-29 22:17:21,R_1oj855uo47jgMW2,18-21,Female,United States,Colorado,United States
2023-05-29 22:27:28,R_3HBxhTT2KGbR9Ue,27-31,Female,United States,Oregon,USA
2023-05-29 22:42:30,R_3wU4etLwvy0y4ZX,18-21,Male,Mexico,Veracruz,Mexico
2023-05-29 22:53:06,R_1pQpDNvoAp4D6Nb,22-26,Female,China,Sichuan,China
2023-05-29 22:57:26,R_2dShgNuPYmQ5lBG,22-26,Male,Philippines,Tarlac City,Philippines
2023-05-29 23:06:07,R_3oMxkECbyMTMO08,18-21,Female,United States,hawaii laie,us
2023-05-29 23:17:40,R_1gNtAN7NvXexoC0,22-26,Female,China,sichuan,China
2023-05-29 23:29:24,R_rcqylTEXJDPhrax,18-21,Female,United States,Idaho,USA
2023-05-29 23:53:10,R_z7P3ezWTMs9GTyF,18-21,Male,United States,Utah,U.S of A baby
2023-05-30 00:07:45,R_2yqMajgbxz8RlFA,37-42,Male,United States,Oregon,USA
2023-05-30 00:23:20,R_238hoz5CVARXTW3,50-58,Female,United States,Oregon,Usa
2023-05-30 00:51:38,R_3j6EArU9Xa4Bhig,50-58,Female,United States,Utah,United States
2023-05-30 01:00:03,R_1Fy63t9o5WJ5fhx,22-26,Male,Philippines,Marikina City,Philippines
2023-05-30 01:12:11,R_3HTUdyvF8ux0O5H,22-26,Male,Philippines,Santa Barbara,Philippines
2023-05-30 01:56:55,R_31XFiEhzFombbdh,18-21,Female,United States,Idaho,USA
2023-05-30 02:48:57,R_12tzSXOkhaF8vzD,27-31,Male,Sri Lanka,colombo,sri lanka
2023-05-30 03:06:36,R_1jfBTb58h7LNR7n,22-26,Female,China,Shenzhen,China
2023-05-30 03:20:34,R_24qqE6QxSkcP0bY,22-26,Female,United States,Nevada,USA
2023-05-30 05:24:50,R_2qq4Vkm8RxVL7PP,22-26,Male,Mexico,Veracruz,México
2023-05-30 08:28:54,R_2AZ6wYXsdKx3Xr3,27-31,Male,United States,Oregon,United States of America
2023-05-30 09:13:22,R_2Sr9b2ZZARqm6xb,18-21,Female,United States,Oregon,USA
2023-05-30 09:42:52,R_2PbASsRJMYvaZ4i,27-31,Female,United States,California,United States
2023-05-30 09:58:46,R_PFXcAomCKKRx89H,18-21,Female,United States,Texas,USA
2023-05-30 10:21:56,R_1Cwg0HaIZdwNtxc,18-21,Female,United States,Utah,usa
2023-05-30 11:40:27,R_3q9b5QrFAvm3SxH,32-36,Female,United States,Texas,USA
2023-05-30 13:27:31,R_p3oJe2SWplUH96x,27-31,Female,United States,WA,United States
2023-05-30 13:34:19,R_XvUPkImcZXBpKTf,22-26,Female,United States,las vegas,usa
2023-05-30 13:34:58,R_BVqOUpYJr9cDSNz,22-26,Female,United States,Hawaii,USA
2023-05-30 14:21:39,R_2DMo0xTB65emSZd,22-26,Male,Japan,Nara,Japan
2023-05-30 15:33:48,R_3dLWPNvnIHrREFP,59-64,Male,United States,WASHINGTON,USA
2023-05-30 18:43:38,R_vUJ7HqzN2NJFvDH,27-31,Female,United States,Oregon,United States
2023-05-31 01:48:51,R_3J96aFTl4k5GMwm,22-26,Female,Mexico,Tamaulipas,México
2023-05-31 02:30:41,R_2ciLS9pZul9LBW2,18-21,Female,Taiwan,Taipei,Taiwan
2023-05-31 14:16:26,R_10ML7CWzv0jAyun,27-31,Male,Mexico,Edo. México,México
2023-05-31 20:21:01,R_1jjo77LwP5loMet,18-21,Female,United States,California,USA
2023-05-31 20:47:21,R_2afzas5rsEiOihV,22-26,Female,Canada,Raymond Alberta,Canada
2023-06-01 10:07:51,R_3oN5IRqNE9gHHki,22-26,Male,Philippines,Pangasinan,Philippines
2023-05-08 08:24:12,R_2VywwbWnisN5gK8,43-49,Male,Canada,Pincher Creek,Canada
2023-05-08 08:28:26,R_5BdKMGEBiP0eCvT,27-31,Female,United States,Washington,USA
2023-05-08 08:32:07,R_WdINS2eXwAWkPId,59-64,Male,Canada,Calgary,Canada
2023-05-08 08:37:26,R_3hn27NB8Vvw2Umm,22-26,Female,United States,LOGAN,USA
2023-05-08 08:40:34,R_4VEYUQ865JdUySR,37-42,Male,Canada,Lethbridge,Canada
2023-05-08 08:48:19,R_1DMBjHVPWBL6YDg,22-26,Male,United States,Provo Utah,United States
2023-05-08 08:49:00,R_2aFC5W8pUo0sWFZ,50-58,Female,United States,Washington,Usa
2023-05-08 08:49:33,R_3OlvZwimI1IdqHS,18-21,Male,United States,newport,United states
2023-05-08 08:49:39,R_1r6zMSn9Yx6r0SX,43-49,Male,United States,Newport,USA
2023-05-08 08:51:00,R_3QX0yOfcWAQxd1O,27-31,Female,United States,Spokane,Usa
2023-05-08 08:53:05,R_3nIfoluvIU0Yzk2,27-31,Female,United States,airway heights,united states
2023-05-08 08:59:20,R_2oasrZvaDzPFqZb,50-58,Female,United States,Newport,United States
2023-05-08 09:17:07,R_qJWbiR24p7Iwi0p,18-21,Male,United States,Utah,United States
2023-05-08 09:21:40,R_3hgXKNXbTUHg3Zv,18-21,Male,United States,Pleasant Grove,United States
2023-05-08 09:42:34,R_2asLLjsjnqHaMZf,18-21,Male,United States,Texas,USA
2023-05-08 10:38:20,R_3qkXsKDKUpngjkq,22-26,Male,United States,Spokane,USA
2023-05-08 10:58:11,R_3MDrZ4ZggyrAVua,22-26,Male,Canada,Alberta,Canada
2023-05-08 11:18:04,R_2WUU5sJ4uuF91Cx,59-64,Male,Mexico,Puerto Vallarta,Mexico
2023-05-08 11:25:46,R_1FVpMqz2X76kwKZ,18-21,Female,Canada,Lethbridge,Canada
2023-05-08 12:38:39,R_3PX37WmX0AJxg3H,27-31,Female,United States,Spokane Washington,US
2023-05-08 15:11:32,R_3DoxwrdmiINGzZ4,22-26,Male,United States,"Logan, Utah",United States of America
2023-05-08 19:16:38,R_2aV7G4RqseGqfeZ,37-42,Female,United States,"Anthem, AZ",United States
2023-05-08 19:18:05,R_1K8E95Mx7k7pFkW,18-21,Female,United States,Phoenix Arizona,United States
2023-05-08 19:20:47,R_3hAAjv8Dd7cimKU,43-49,Male,United States,Arizona,Usa
2023-05-08 19:21:08,R_1ie3hJPYlYvMudD,22-26,Male,United States,Montana,USA
2023-05-08 19:30:29,R_3Gp1cQE1ZWSTOUP,18-21,Male,Montana,Charlo Montana,Montana
2023-05-08 20:43:18,R_PNTsLRASoo777d7,18-21,Male,United States,Phoenix arizona,United States of America
2023-05-08 23:22:02,R_1igtzhZCO3LpBNH,22-26,Female,United States,Utah,United States
2023-05-10 08:34:20,R_Oweezomxlft5Tl7,22-26,Male,United States,Salt Lake City,United States
2023-05-10 08:51:53,R_3DonF6KBqiOCLJj,18-21,Female,United States,Utah,USA
2023-05-10 09:04:52,R_2QrGYkU55hYLHsG,59-64,Male,United States,Utah,USA
2023-05-10 09:05:52,R_1K1m4bN56RW4wVu,27-31,Female,United States,CO,United States
2023-05-10 09:10:13,R_1pFFLR9yIvxGst6,22-26,Male,United States,"Eagle, Idaho",United States
2023-05-10 09:20:41,R_1ltnrYdlTVLmCbl,22-26,Male,United States,Utah,USA
2023-05-10 09:20:58,R_2rkBzWJFboEUaqq,18-21,Female,United States,Utah,United States
2023-05-10 10:54:51,R_3oYBhYM2TMvHASm,18-21,Male,United States,"Kamas, Utah.",United States
2023-05-10 11:13:29,R_1mtkcTZI70rkClw,18-21,Male,United States,Utah,United States
2023-05-10 11:17:36,R_27UJyrV1hFcAuaM,27-31,Male,United States,"Providence, UT",United States
2023-05-10 11:36:00,R_2YWHGYQD2WkIX7e,22-26,Female,United States,Utah,USA
2023-05-10 11:36:51,R_3nINr5a0WQYpi2J,27-31,Female,United States,"Kamas, UT",United States
2023-05-10 11:44:24,R_1gpdyP8MGqNPwFK,18-21,Male,United States,Utah,USA
2023-05-10 12:05:22,R_3G8LrTgQN6YN6Dz,22-26,Female,United States,"Logan, UT",United States
2023-05-10 12:08:23,R_RKaHkLUo58IdU09,22-26,Female,United States,"Salt lake city, Utah",United States
2023-05-10 12:10:40,R_3RqKdgthfDyznua,18-21,Female,United States,Arizona,United States
2023-05-10 12:23:56,R_1r1AyuP0yZ43evm,50-58,Male,United States,Utah,United States
2023-05-10 12:24:36,R_3iEiGMcVcxMhw3p,22-26,Female,United States,Arizona,United States
2023-05-10 12:25:45,R_1mWS1QR5kccOIF2,37-42,Male,United States,Providence,United States
2023-05-10 12:29:43,R_1DUVyTlnTv3tELm,59-64,Female,United States,Utah,USA
2023-05-10 12:33:42,R_2zjA1dCZBdvAS7s,22-26,Male,United States,Idaho,United States
2023-05-10 12:36:46,R_24bDxwel0cbEAKE,59-64,Female,United States,"Salt Lake City, Utah",United States
2023-05-10 12:38:36,R_2cuBN3cVd9Ij7Qa,18-21,Female,United States,Utah,America
2023-05-10 12:48:22,R_prOwkVEp6hEDzwd,27-31,Female,United States,Utah,United States
2023-05-10 13:09:44,R_1rIIIF8eNR6Aeqy,50-58,Female,United States,Arizona,USA
2023-05-10 13:17:44,R_12g7DIFF1KpvPl3,18-21,Female,United States,"Billings, Montana",United States
2023-05-10 13:24:48,R_3eqcL5ILNQsOn30,18-21,Female,United States,Utah,United States
2023-05-10 13:25:34,R_1mW9K0MiHtiTCu1,37-42,Female,United States,Utah,United States
2023-05-10 15:36:46,R_1eRGhMNyTX3nucJ,22-26,Male,United States,"Tooele, UT",United States
2023-05-10 15:50:14,R_1k0P54Fkv9vGPhG,18-21,Male,United States,Utah,United States
2023-05-10 16:46:27,R_1P1nMUK3CDSSWBX,59-64,Female,United States,Utah,USA
2023-05-10 17:12:25,R_322VMGWmbF5c3nd,18-21,Male,United States,UT,United States
2023-05-10 17:34:46,R_1mXfsmZz4PxzPoc,22-26,Male,United States,Arizona,USA
2023-05-10 17:35:49,R_3kfoX0ahjS31Ykh,18-21,Male,United States,Utah,United States
2023-05-10 18:22:19,R_33svzmpxLf8dm8N,22-26,Female,Mexico,Monterrey,Mexico
2023-05-10 18:56:47,R_rqN47MPHzBgNfd7,50-58,Male,Mexico,Nuevo Leon,Mexico
2023-05-10 19:09:40,R_2Qo1hwH6rG5J3l4,18-21,Male,United States,Utah,United States
2023-05-10 19:25:54,R_1FlHeD7FbWweYgC,18-21,Male,United States,"Draper, Utah",United States of America
2023-05-10 20:11:49,R_3KqhKxApII9jubh,43-49,Female,United States,Utah,USA
2023-05-10 22:12:49,R_25QsLuIqrwGpoch,22-26,Female,United States,Utah,USA
2023-05-10 22:18:39,R_3OfB1vPMjl9ts23,22-26,Male,United States,boise,usa
2023-05-10 22:22:16,R_1q3Z7NZ7PSCtt1C,22-26,Female,United States,Utah,United States
2023-05-10 22:44:15,R_1je8RBLDDmCu3u4,43-49,Female,United States,Utah,United States
2023-05-10 22:44:46,R_29aY0plFMOKhEz5,66-70,Female,United States,Utah,United States
2023-05-10 22:50:18,R_2RaIi523eUjgmZY,22-26,Female,United States,Utah,USA
2023-05-10 22:58:31,R_pKQSWbwnT8bbtyV,22-26,Male,United States,Colorado,USA
2023-05-10 22:58:37,R_2P0wSrzoE7VI2H6,27-31,Female,United States,"Anchorage, AK",USA
2023-05-10 23:03:02,R_qXB9R65V7ygt7Gx,27-31,Female,United States,Washington,USA
2023-05-10 23:11:27,R_A6ZdmE3ky6BAkWR,22-26,Female,United States,Colorado,America
2023-05-10 23:39:25,R_1QutOkhgPOnAsjM,50-58,Male,United States,"Kaysville, UT",USA
2023-05-11 04:14:54,R_1ibwd4LxCKADzfo,27-31,Male,United States,"Morgantown, WV",United States
2023-05-11 10:02:40,R_sZ6iEj2sfs7CYNP,50-58,Female,United States,"Boise, Idaho",United States
2023-05-11 10:51:39,R_1EYZASJEsWmtJj0,22-26,Female,United States,"Alpine, UT",United States
2023-05-11 11:10:52,R_1Inr4QwECX7CZVG,22-26,Female,United States,Utah,U.S.
2023-05-11 11:13:23,R_DcaD2xXX4kcYdyN,22-26,Female,United States,California,USA
2023-05-11 11:15:00,R_9nbgfFT3n9Ream5,27-31,Female,United States,Utah,United States
2023-05-11 11:23:22,R_XYXmtRamckNJwVb,22-26,Female,United States,Michigan,United States
2023-05-11 11:43:09,R_1PZSJNAalhQ5ArY,50-58,Male,United States,"Alpine, Utah",USA
2023-05-11 12:12:02,R_etAQ3cqGq1iWa6R,50-58,Female,United States,Idaho,USA
2023-05-11 16:00:07,R_2rikwuETJft4Li7,22-26,Female,Mexico,Monterrey,Mexico
2023-05-11 18:00:46,R_diGQQMWIP6ySfQZ,27-31,Female,United States,Iowa,United States
2023-05-11 18:03:07,R_3rNuEtXbqS1EgkQ,50-58,Male,United States,Utah,United States
2023-05-11 18:10:45,R_2CBQhw1uUZMXjQq,18-21,Male,United States,Elko,United States
2023-05-11 18:22:30,R_2V2yrM47mkwJVlO,27-31,Male,United States,Davenport,United States
2023-05-11 18:44:36,R_OO1RYS8gFjIzICl,22-26,Male,United States,Utah,United States
2023-05-11 21:22:48,R_277LHiG0VCqsZnH,59-64,Female,United States,Utah,United states
2023-05-11 21:54:14,R_vv3G3be8gLExafv,50-58,Female,United States,"Eden, UT",United States
2023-05-11 23:30:21,R_3G0NiWGuIl8kYNl,22-26,Female,United States,Utah,United States
2023-05-11 23:30:31,R_0oyhSFwzgHhqWhr,22-26,Male,United States,Utah,USA
2023-05-11 23:32:23,R_1ocq7KLmRx87LsK,22-26,Female,United States,"Burley, Idaho",Usa
2023-05-11 23:43:43,R_wSH9LQuA9y4ZqYV,66-70,Male,United States,Boise,United States
2023-05-12 00:05:09,R_1C4w8iRpFYgvBqI,18-21,Male,United States,Utah,USA
2023-05-12 12:21:31,R_vpg2FjisLWmvyRX,18-21,Female,United States,utah,United States
2023-05-12 13:08:51,R_129Z452gKQk4Hd7,50-58,Female,United States,Arizona,United States
2023-05-12 13:18:48,R_28RPtP1QR6jmojN,22-26,Male,United States,Utah,United States
2023-05-12 13:20:29,R_11hI0004jkIzdQ3,22-26,Female,United States,Herriman,USA
2023-05-12 13:38:59,R_1cYsvnrjC8QSQuZ,27-31,Female,United States,Utah,USA
2023-05-12 13:40:40,R_1rxMmFc33MGKtFM,27-31,Female,United States,"Mesa, AZ",United States
2023-05-12 13:47:44,R_1IiWPWNMTnJVehT,22-26,Male,United States,Texas,United States
2023-05-12 14:06:39,R_3LZ1VyNsIxcEJmK,32-36,Female,United States,Nevada,United States
2023-05-12 14:52:29,R_1GwBpDz4j8zNP8M,32-36,Female,United States,Logan,United States
2023-05-12 15:08:45,R_3s5FWlvNaKTWrPh,50-58,Female,United States,Utah,USA
2023-05-12 16:49:41,R_1C3jwtawJTK9isP,50-58,Female,United States,Arizona,United States
2023-05-12 17:29:19,R_1gc2TzakOWsFIlF,50-58,Male,United States,ARIZONA,USA
2023-05-12 19:51:58,R_D0lvRs0mpJ9a6Hv,50-58,Female,United States,Utah,United States
2023-05-12 20:33:50,R_3PL82OhuihCNlDc,18-21,Male,United States,Utah,United States
2023-05-13 09:40:26,R_324oGgSu89qg3tp,66-70,Male,United States,Utah,USA
2023-05-13 10:01:47,R_1oGeu60JCbJP6Nz,50-58,Male,United States,Arizona,United States
2023-05-15 10:09:35,R_1kYtDafipUPc23z,22-26,Male,United States,Logan,USA
2023-05-15 16:15:35,R_2rwvj3KZmIDIPOa,,,,,
2023-05-16 03:46:44,R_tSY84XJLtRcEnex,18-21,Female,United States,Utah,US
2023-05-16 09:26:51,R_3mlz6JB0rtD4aEt,22-26,Female,United States,"Logan, Utah",United States
2023-05-16 21:25:08,R_3PsEjvR9Zjx2B19,18-21,Female,United States,Utah,United States
2023-05-16 21:34:12,R_WfHEKrwUGfjtZHX,18-21,Female,United States,"Cedar Hills, Utah",USA
2023-05-16 21:54:46,R_so1aYMNBZ4l7UhH,18-21,Male,United States,Utah,USA
2023-05-16 22:30:00,R_28NgLnjT0QkW87i,43-49,Female,United States,Utah,US
2023-05-17 09:15:14,R_zcz5DT9Dc0WYrZf,22-26,Female,United States,"Salt Lake City, UT",United States
2023-05-17 09:15:36,R_2v64ab3GWElc5ux,22-26,Male,United States,Carmel,USA
2023-05-17 11:33:16,R_1fiK4KdsAnMmSrD,18-21,Female,United States,Utah,USA
2023-05-17 12:14:14,R_3lKWFqrngwOHCFa,18-21,Female,United States,Pennsylvania,USA
2023-05-17 12:16:19,R_2966yK3QtBt9Q4y,,,,,
2023-05-17 12:20:51,R_2alz6lbcrFFmlRu,18-21,Female,United States,Utah,The United States of America
2023-05-17 12:21:05,R_2PdLCxT4y81pFQD,18-21,Female,United States,Utah,U.S.
2023-05-17 12:34:14,R_AmIgcBhsLhZla6t,,,,,
2023-05-17 12:45:39,R_wL73bID0bXTftbb,27-31,Female,United States,Nevada,USA
2023-05-17 13:30:10,R_OkC9FH2cCbB5V5v,22-26,Female,United States,UT,US
2023-05-17 13:33:20,R_3m4Qukk0wQesxrg,22-26,Female,United States,UT,USA
2023-05-17 14:24:19,R_3Ibe2trOb7FiVXS,59-64,Female,United States,Utah,United States
2023-05-17 14:30:42,R_ZCVcxGWKt7ObdO9,22-26,Female,United States,Utah,United States
2023-05-17 14:44:24,R_3dFAO2XMBiKgK1D,22-26,Female,United States,Utah,United States
2023-05-17 14:53:03,R_2zzS079NiOhtJci,18-21,Female,United States,Brigham City Utah,USA
2023-05-17 17:18:32,R_1QaNwi03nYoRIvU,18-21,Male,United States,Minnesota,'Merica
2023-05-17 18:03:09,R_Diwge50nwfnCo5b,,,,,
2023-05-17 19:42:35,R_3g8dYX37DBmqsQZ,,,,,
2023-05-17 20:52:47,R_ZluoM0cZ35MSBwZ,22-26,Female,United States,Utah,United States
2023-05-17 22:07:33,R_2sTlr69LkKTVNse,,,,,
2023-05-17 22:20:32,R_3m1v6uSbOXcBw6E,32-36,Female,United States,Utah,United States
2023-05-17 22:56:57,R_D5H1k7Ui77kYnol,,,,,
2023-05-17 23:05:46,R_tXknNNMsoaAksUx,43-49,Female,United States,Utah,USA
2023-05-17 23:25:41,R_1Lo2ktxcVDmz4qL,32-36,Male,United States,Utah,United States
2023-05-18 10:42:28,R_1l6vGbRUCq2YkWS,59-64,Female,United States,Utah,USA
2023-05-18 11:07:00,R_2U3f9qiRHaoqkRj,22-26,Female,United States,Utah,USA
2023-05-18 11:08:16,R_81yBlpgMjHyDTKV,,,,,
2023-05-18 11:24:00,R_z1OOvBuciiCwe2J,18-21,Female,United States,Idaho,USA
2023-05-18 11:42:43,R_1kMLIg4WlB2vI9O,22-26,Female,United States,Wyoming,United States
2023-05-18 18:25:35,R_2RVRgm86MXZmjKI,,,,,
2023-05-18 20:42:16,R_234tKaCyDNqOHT1,,,,,
2023-05-19 12:58:00,R_2BrZtwQrVbhjSvG,22-26,Female,Mexico,Monterrey,Mexico
2023-05-19 14:09:41,R_3I6eYhAINVdUrZv,22-26,Male,United States,"Magna, utah",United States
2023-05-19 15:11:26,R_p0jhfGNdnW3AEMN,37-42,Female,United States,Utah,United States
2023-05-19 18:29:39,R_3fSEnpSIc8N2HoH,22-26,Female,United States,"Lehi, UT",United States
2023-05-19 20:24:17,R_2wTg7Q60fxuklra,32-36,Female,United States,San Diego,United States
2023-05-19 21:20:08,R_1jy4gYqpbEf17cf,22-26,Female,New Zealand,Auckland,New Zeland
2023-05-19 21:48:05,R_1mFaeY0hlGMaCT9,18-21,Female,Monterrey,Mexico,Monterrey
2023-05-19 21:54:32,R_54M9vi5rYYlP5UB,18-21,Female,Mexico,monterrey,mexico
2023-05-19 23:21:05,R_sh4TqHlWU3wwpix,18-21,Female,United States,Minnesota,United states
2023-05-19 23:30:02,R_3r2PkzzYhf6BL0W,22-26,Male,United States,"Salt Lake City, Utah",United States of America
2023-05-20 08:13:35,R_1pQmyzxnNp5l6jV,,,,,
2023-05-20 13:43:25,R_27jrgGw4sERW4aT,18-21,Female,United States,Utah,United States
2023-05-20 14:38:59,R_3JvY9DY52MkhogX,37-42,Male,United States,Utah,United States
2023-05-20 16:03:50,R_25FJr2iQ2z73OW8,37-42,Female,United States,Utah,Usa
2023-05-21 10:16:51,R_3nUFMbdeGkMESOR,78 or older,Female,United States,"Syracuse, Utah",uSA
2023-05-21 10:18:48,R_3nNT7veQ25p0jM9,22-26,Female,Wisconsin,Ladysmith,Wisconsin
2023-05-21 10:27:59,R_3KAW5woHIypkZdz,22-26,Female,Mexico,Mexico city,Mexico
2023-05-25 22:05:34,R_2ci2p92qc5WXP7X,22-26,Female,United States,Utah,United States
2023-05-26 16:33:50,R_sFfCd7t98WtSszT,22-26,Male,United States,"Clearfield, Utah",United States
2023-05-26 18:07:03,R_3PFUPM8Nv3U01VG,22-26,Male,United States,Sandy,USA
2023-05-26 21:32:28,R_Z3hRAoHajwG7OeJ,,,,,
2023-05-26 21:38:22,R_28RS33yu8mgeeQf,18-21,Female,Mexico,Nuevo León,México
