synthetic_id,age,sex,city,country,q4_1,q4_2,q4_3,q4_4,q4_5,q4_6,q4_7,q5_1,q5_2,q5_3,q5_4,q5_5,q5_6,q5_7,q5_8,q6_1,q6_2,q6_3,q6_4,q6_5,q6_6,q6_7,q7_1,q7_2,q7_3,q7_4,q7_5,q7_6,q8_1,q8_2,q8_3,q8_4,q8_5,q8_6,q8_7,q9_1,q9_2,q9_3,q10_1,q10_2,q10_3,q10_4
S_3967,22-26,Male,Logan,USA,4,3,4,3,2,3,4,4,3,4,3,2,3,4,3,4,3,4,3,2,3,4,3,4,3,2,3,4,4,3,4,3,2,3,4,4,3,4,4,3,4,3
S_3968,22-26,Female,Alberta,Canada,4,3,4,3,4,2,3,4,3,4,3,2,4,3,4,4,3,4,3,2,3,4,3,4,3,4,3,2,4,3,4,3,4,3,2,4,3,4,4,3,4,3
S_3969,22-26,Female,Utah,USA,4,3,4,3,2,3,4,4,3,4,3,2,3,4,3,4,4,3,3,2,3,4,3,4,3,2,3,4,4,3,4,3,2,3,4,4,3,4,3,4,3,4
S_3970,50-58,Female,Bogor,Indonesia,3,2,3,2,3,2,3,3,3,2,3,2,3,2,3,3,2,3,2,3,2,3,3,2,3,2,3,2,3,3,2,3,2,3,2,3,2,3,3,2,3,2
S_3971,22-26,Female,Chiba,Jaoan,4,3,4,3,2,4,3,4,3,4,3,2,3,4,3,4,4,3,3,2,3,4,3,4,3,2,3,4,4,3,4,3,2,3,4,4,3,3,4,3,3,4
S_3972,18-21,Female,Minnesota,United states,4,3,4,3,2,3,4,4,3,4,3,2,3,4,3,4,3,3,4,2,3,4,3,4,3,2,3,4,4,3,4,3,2,3,4,4,3,3,4,3,4,3
S_3973,18-21,Male,Utah,United States,3,4,3,2,3,2,4,4,3,4,3,2,3,4,3,3,4,3,2,3,2,3,4,3,4,3,2,3,3,4,3,2,3,3,4,3,4,3,3,4,3,3
S_3974,18-21,Male,Washington,Usa,4,3,4,2,3,4,3,4,3,4,3,2,4,3,3,4,3,4,2,3,4,3,3,4,3,2,4,3,4,3,4,3,2,4,3,4,3,4,4,3,4,3
S_3975,22-26,Female,Nuku’alofa,Tonga,3,4,3,2,3,4,3,4,3,4,3,2,3,4,3,3,4,3,2,3,4,3,4,3,4,3,2,3,3,4,3,2,3,4,3,4,3,3,3,4,3,3
S_3976,22-26,Male,Hawaii,Sāmoa,4,3,4,3,2,4,3,4,3,4,3,2,3,4,3,4,4,3,2,3,4,3,3,4,3,2,4,3,4,3,4,3,2,3,4,4,3,4,4,3,4,3
S_3977,22-26,Male,Tarawa,Kiribati,3,2,3,2,4,3,2,3,3,2,3,2,3,2,3,3,2,3,2,3,2,3,3,2,3,2,3,2,3,3,2,3,2,3,2,3,2,3,3,2,3,2
S_3978,22-26,Male,Jakarta,Indonesia,4,4,3,4,3,4,3,4,4,3,4,3,4,3,4,4,4,3,4,3,4,3,4,4,3,4,3,4,4,4,3,4,3,4,3,4,3,4,4,4,3,4
S_3979,22-26,Male,Tarawa,Kiribati,3,2,3,2,3,2,3,3,3,2,3,2,3,2,3,3,2,3,2,3,2,3,3,2,3,2,3,2,3,2,3,2,3,2,3,3,2,3,3,2,3,2
S_3980,22-26,Female,Pangsinan,Philippines,4,3,4,3,4,3,2,4,4,3,4,3,4,3,3,4,3,4,3,4,3,2,4,3,4,3,4,3,4,4,3,4,3,4,3,4,3,4,4,3,4,3
S_3981,22-26,Female,Hawaii,Fiji,4,3,4,3,2,4,3,4,3,4,3,2,3,4,3,4,3,3,2,4,3,2,4,3,4,3,2,3,3,4,3,2,3,4,3,4,3,4,4,3,4,3
S_3982,18-21,Female,Negombo,Sri Lanka,4,3,4,3,2,4,3,4,3,4,3,2,3,4,3,4,3,3,4,2,3,4,3,4,3,2,4,3,4,3,4,3,2,3,4,4,3,4,4,3,4,3
S_3983,22-26,Female,San Diego,United States,4,3,4,3,2,4,3,4,3,4,2,3,4,3,2,4,3,4,3,2,3,4,3,4,3,2,3,4,4,3,4,3,2,3,4,4,3,4,4,3,4,3
S_3984,22-26,Female,Provo,United States,4,3,4,3,2,4,3,4,3,4,3,2,3,4,3,4,4,3,3,2,3,4,3,4,3,2,3,4,4,3,4,3,2,3,4,4,3,3,4,3,3,4
S_3985,22-26,Female,Provo Utah,United States,4,3,4,3,2,3,4,4,3,4,3,2,3,4,3,3,4,3,2,3,4,3,4,3,4,3,2,3,3,4,3,2,3,4,3,4,3,4,3,4,3,4
S_3986,22-26,Female,Arizona,Usa,4,3,4,3,2,4,3,4,3,4,2,3,4,2,3,4,3,4,3,2,3,4,3,4,3,2,3,4,4,3,4,3,2,3,4,4,3,4,4,3,4,3
S_3987,18-21,Male,Minnesota,United States,4,3,4,3,2,3,4,4,3,4,3,2,3,4,3,3,4,3,2,3,4,3,4,3,4,3,2,3,3,4,3,2,3,4,3,4,3,4,3,4,3,4
S_3988,32-36,Male,Laguna,Philippines,4,3,4,3,4,3,4,4,3,4,3,4,3,4,3,4,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,4,3,4,4,3,4,3
S_3989,27-31,Female,"Draper, Utah",United States of America,4,3,4,3,2,4,3,4,3,4,3,2,3,4,3,4,4,3,3,2,3,4,3,4,3,2,3,4,4,3,4,3,2,3,4,4,3,3,4,3,3,4
S_3990,22-26,Female,Central Java,Indonesia,4,3,4,3,4,3,4,4,3,4,3,4,3,4,3,4,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,4,3,4,4,3,4,3
S_3991,27-31,Female,"Atlanta, GA",United States,4,3,4,2,3,4,3,4,3,4,3,2,4,3,4,3,4,3,2,4,3,2,4,3,4,3,2,3,4,3,4,2,3,4,3,4,3,4,3,4,3,4
S_3992,22-26,Male,Texas,United States,4,3,4,3,2,3,4,4,3,4,3,2,3,4,3,4,3,3,4,2,3,4,3,4,3,2,3,4,4,3,4,3,2,3,4,4,3,3,4,3,4,3
S_3993,18-21,Female,las vegas,USA,4,3,4,3,2,4,3,4,3,4,2,3,4,3,2,4,3,4,3,2,3,4,3,4,3,2,4,3,4,3,4,3,2,3,4,4,3,4,4,3,4,3
S_3994,27-31,Female,Kuala Lumpur,Weisheng,4,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,4,3,4,3,4,3,4,3,4,3,4,3,4,4,3,4,3,4,3,4,3,4,4,3,4,3
S_3995,18-21,Female,Tarawa,Kiribati,3,2,3,2,3,2,3,3,2,3,2,3,2,3,2,3,3,2,3,2,3,2,2,3,2,3,2,3,3,2,3,2,3,2,3,3,2,3,3,2,3,2
S_3996,32-36,Female,Nuku’alofa,Tonga,3,4,2,3,4,2,3,3,4,3,2,4,3,2,3,3,2,4,3,2,3,4,3,4,3,2,3,4,2,3,4,3,2,3,4,3,4,3,3,4,3,2
S_3997,22-26,Female,Utah,USA,4,3,4,3,2,3,4,4,3,4,3,2,3,4,3,4,4,3,3,2,3,4,3,4,3,2,3,4,4,3,4,3,2,3,4,4,3,3,4,3,3,4
S_3998,22-26,Female,California,United States of America,4,3,4,3,2,4,3,4,3,4,3,2,3,4,3,4,3,4,2,3,4,3,3,4,3,2,4,3,4,3,4,3,2,3,4,4,3,4,3,4,3,4
S_3999,22-26,Male,Laguna,Philippines,4,4,3,4,3,4,3,4,4,3,4,3,4,3,4,4,3,4,3,4,3,4,4,4,3,4,3,4,4,3,4,3,4,3,4,4,4,3,4,4,3,4
S_4000,32-36,Male,Maryland,United States,4,3,4,3,2,4,3,4,3,4,3,2,3,4,3,4,3,3,4,2,3,4,3,4,3,2,4,3,4,3,4,3,2,3,4,4,3,3,4,3,3,4
S_4001,22-26,Female,Tahiti,French Polynesia,3,4,3,2,4,3,2,4,3,4,3,2,3,4,3,3,4,3,2,3,4,3,4,3,4,3,2,3,3,4,3,2,3,4,3,4,3,3,3,4,3,3
S_4002,18-21,Female,Hawaii,United States,4,3,4,3,2,3,4,4,3,4,3,2,3,4,3,4,3,3,4,2,3,4,3,4,3,2,3,4,4,3,4,3,2,3,4,4,3,3,4,3,4,3
S_4003,22-26,Male,Japan,Japan,4,3,4,3,2,3,4,4,3,4,3,2,3,4,3,4,3,3,4,2,3,4,3,4,3,2,3,4,4,3,4,3,2,3,4,4,3,3,4,3,3,4
S_4004,27-31,Female,TOKYO,Japan,4,3,4,3,2,4,3,4,3,4,3,2,3,4,3,4,4,3,2,3,4,3,3,4,3,2,4,3,4,3,4,3,2,3,4,4,3,3,4,3,4,3
S_4005,22-26,Male,Davao City,Philippines,4,3,4,3,4,3,4,4,3,4,3,4,3,4,3,4,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,4,3,4,4,3,4,3
S_4006,22-26,Female,Washington,Usa,4,3,4,3,2,4,3,4,3,4,2,3,4,2,3,4,3,4,3,2,3,4,3,4,3,2,4,3,4,3,4,3,2,3,4,4,3,4,3,4,3,4
S_4007,18-21,Female,Vava’u,Tonga,3,4,3,2,3,2,3,4,3,4,3,2,3,4,3,3,4,3,2,3,4,3,4,3,4,3,2,3,3,4,3,2,3,4,3,3,4,3,3,4,3,3
S_4008,22-26,Female,Tarawa,Kiribati,3,2,3,2,4,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,3,2,3,2,3,2,3,3,2,3,3,2,3,2
S_4009,22-26,Female,Mataiea,French Polynesia,3,4,3,2,3,4,3,4,3,4,3,2,3,4,3,3,4,3,2,3,4,3,4,3,3,2,4,3,3,4,3,2,3,4,3,4,3,3,3,4,3,3
S_4010,32-36,Male,California,USA,4,3,4,3,2,4,3,4,3,4,3,2,4,3,4,4,3,4,2,3,4,3,4,3,4,3,2,3,3,4,3,2,3,4,3,4,3,4,4,3,4,3
S_4011,18-21,Female,Sacramento,United States,4,3,4,3,2,3,4,4,3,4,3,2,3,4,3,4,3,4,2,3,4,3,3,4,3,2,3,4,4,3,4,3,2,3,4,4,3,4,3,4,3,4
S_4012,18-21,Female,MANILA,PHILIPPINES,4,3,4,3,4,3,2,4,4,3,4,3,4,3,3,4,3,4,3,4,3,2,4,3,4,3,4,3,4,4,3,4,3,4,3,4,3,4,4,4,3,4
S_4013,22-26,Female,Utah,United States,4,3,4,3,2,4,3,4,3,4,3,2,3,4,3,4,4,3,4,3,2,3,3,4,3,2,3,4,4,3,4,3,2,3,4,4,3,4,3,4,3,4
S_4014,22-26,Female,Saigon,Vietnam,4,4,3,4,3,4,3,4,4,3,4,3,4,3,4,4,4,3,4,3,4,3,4,3,4,3,4,3,4,4,3,4,3,4,3,4,3,4,4,4,3,4
S_4015,27-31,Female,HI,US,4,3,4,3,2,4,3,4,3,4,3,2,3,4,3,4,3,3,4,2,3,4,3,4,3,2,4,3,4,3,4,3,2,3,4,4,3,3,4,3,3,4
S_4016,22-26,Female,Cebu,Philippines,4,3,4,3,4,3,4,4,3,4,3,4,3,4,3,4,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,4,3,4,4,3,4,3
S_4017,22-26,Male,Honolulu,USA,4,3,4,3,2,4,3,4,3,4,2,3,4,3,2,4,3,4,3,2,3,4,3,4,3,2,4,3,4,3,4,3,2,3,4,4,3,3,4,3,4,3
S_4018,22-26,Male,Ulaanbaatar,Mongolia,4,3,4,3,2,4,3,4,3,4,3,2,3,4,3,4,4,3,3,4,3,2,3,4,3,2,3,4,4,3,4,3,2,3,4,4,3,4,3,4,3,4
S_4019,22-26,Male,Pasuquin,Philippines,4,3,4,3,2,3,4,4,3,4,3,2,3,4,3,4,3,4,3,3,2,4,3,4,3,2,3,4,4,3,4,3,2,3,4,4,3,4,4,3,4,3
S_4020,22-26,Male,Tarawa,Kiribati,3,4,3,2,3,4,3,3,4,3,2,3,4,3,2,4,3,4,3,2,3,4,3,4,3,2,3,4,3,4,3,2,3,4,3,3,4,3,3,4,3,3
S_4021,22-26,Male,jiangsu,china,4,3,4,3,4,3,2,4,4,3,4,3,4,3,3,4,3,4,3,4,3,3,4,4,3,4,3,3,3,4,3,4,3,3,4,4,3,4,4,3,4,3
S_4022,22-26,Female,Draper Utah,United states,4,3,4,3,2,4,3,4,3,4,2,3,4,3,2,4,3,4,3,2,3,4,3,4,3,2,3,4,4,3,4,3,2,3,4,4,3,4,4,3,4,3
S_4023,22-26,Male,Nueva Vizcaya,Philippines,4,3,4,3,4,3,4,4,3,4,3,4,3,4,3,4,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,4,3,4,4,3,4,3
S_4024,22-26,Female,Haapai,Tonga,3,2,3,2,4,3,2,3,4,3,2,3,2,4,3,3,2,3,4,3,2,3,4,3,2,3,4,3,3,4,3,2,3,4,3,3,4,3,3,2,3,4
S_4025,22-26,Female,Madang,Papua New Guinea,3,2,3,2,4,3,2,3,4,3,2,3,4,3,2,4,3,4,3,2,3,4,3,4,3,2,3,4,3,2,3,4,3,2,3,4,3,3,3,4,3,2
S_4026,18-21,Female,Jakarta,Indonesia,4,4,3,4,3,4,3,4,4,3,4,3,4,3,4,4,3,4,3,4,3,4,4,4,3,4,3,4,4,3,4,3,4,3,4,4,4,3,4,4,3,4
S_4027,50-58,Male,Indiana,United States,3,2,3,2,3,2,3,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,3,2,3,2,3,2,3,3,2,3,3,2,3,2
S_4028,27-31,Male,Tarawa,Kiribati,3,4,3,2,3,2,3,3,4,3,2,3,2,3,2,3,3,2,3,2,3,2,3,2,3,2,3,2,3,3,2,3,2,3,2,3,2,3,3,2,3,2
S_4029,22-26,Female,Sacramento,United States,4,3,4,3,2,4,3,4,3,4,3,2,3,4,3,4,3,3,4,2,3,4,3,4,3,2,3,4,4,3,4,3,2,3,4,4,3,3,4,3,4,3
S_4030,27-31,Male,Houston,United States,4,3,4,3,2,4,3,4,3,4,3,2,3,4,3,4,3,3,4,2,3,4,3,4,3,2,3,4,4,3,4,3,2,3,4,4,3,3,4,3,4,3
S_4031,22-26,Female,Utah,United States,4,3,4,3,2,3,4,4,3,4,3,2,3,4,3,3,4,3,2,3,4,3,4,3,4,3,2,3,3,4,3,4,3,2,3,4,3,4,3,4,3,4
S_4032,18-21,Male,"Providence, UT",United States,4,3,4,3,2,3,4,4,3,4,3,2,3,4,3,3,4,3,2,3,4,3,4,3,4,3,2,3,3,4,3,4,3,2,3,4,3,4,3,4,3,4
S_4033,22-26,Male,Utah,United States,4,3,4,3,2,4,3,4,3,4,2,3,4,3,2,3,4,3,2,3,4,3,4,3,4,3,2,3,3,4,3,2,3,4,3,4,3,3,3,4,3,4
S_4034,22-26,Female,Utah,USA,4,3,4,3,2,4,3,4,3,4,3,2,3,4,3,4,4,3,4,3,2,3,4,3,4,3,2,3,3,4,3,2,4,3,3,4,3,4,4,3,4,3
S_4035,18-21,Female,American Samoa,United States,4,3,4,3,2,3,4,4,3,4,3,2,3,4,3,3,4,3,2,3,4,3,4,3,4,3,2,3,3,4,3,4,3,2,3,4,3,4,3,4,3,4
S_4036,18-21,Male,Veracruz,Mexico,4,3,4,3,2,4,3,4,3,4,3,2,3,4,3,4,3,4,2,3,4,3,3,4,3,2,3,4,4,3,4,3,2,3,4,4,3,4,4,3,4,3
S_4037,18-21,Female,Colorado,United States,4,3,4,3,2,3,4,4,3,4,3,2,3,4,3,4,4,3,3,2,3,4,3,4,3,2,3,4,4,3,4,3,2,3,4,4,3,4,4,3,4,3
S_4038,43-49,Male,Utah,United States,3,2,3,4,2,3,2,3,4,3,2,3,2,4,3,3,2,3,4,3,2,3,4,3,2,3,4,3,3,4,3,2,3,4,3,3,4,3,3,4,3,3
S_4039,22-26,Female,"Boise, Idaho",United States,4,3,4,3,2,4,3,4,3,4,3,2,3,4,3,4,3,3,2,4,3,2,4,3,4,3,2,3,3,4,3,2,3,4,3,4,3,3,4,3,4,3
S_4040,43-49,Female,NY,USA,3,4,3,2,4,3,2,4,3,4,3,2,4,3,2,3,4,3,2,3,4,2,4,3,2,4,3,2,3,4,3,2,3,4,2,4,3,2,3,4,3,2
S_4041,37-42,Male,California,United States,4,3,4,3,2,4,3,4,3,4,3,2,3,4,3,4,3,3,4,2,3,4,3,4,3,2,3,4,4,3,4,3,2,3,4,4,3,3,4,3,3,4
S_4042,22-26,Male,Hinunangan,Philippines,4,3,4,3,4,3,4,4,4,3,4,3,4,3,4,4,3,4,3,4,3,4,4,4,3,4,3,4,4,3,4,3,4,3,4,4,3,4,4,4,3,4
S_4043,27-31,Female,West Virginia,USA,3,2,3,2,4,3,2,3,4,3,2,3,2,4,3,3,2,3,4,2,3,2,4,3,2,3,4,3,2,3,4,3,2,3,2,3,4,3,3,2,3,4
S_4044,22-26,Female,"Naga City, Camarines Sur",Philippines,4,3,4,3,4,3,4,4,3,4,3,4,3,4,3,4,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,4,3,4,4,3,4,3
S_4045,22-26,Male,Tarawa,Kiribati,3,2,3,2,3,2,3,3,3,2,3,2,3,2,3,3,2,3,2,3,2,3,3,2,3,2,3,2,3,3,2,3,2,3,2,3,2,3,3,2,3,2
S_4046,18-21,Male,Colorado,United States,4,3,4,3,2,3,4,4,3,4,3,2,3,4,3,4,4,3,3,2,3,4,3,4,3,2,3,4,4,3,4,3,2,3,4,4,3,3,4,3,4,3
S_4047,22-26,Male,Phoenix AZ,Usa,4,3,4,3,2,4,3,4,3,4,2,3,4,3,2,4,3,4,3,2,3,4,3,4,3,2,4,3,4,3,4,3,2,3,4,4,3,4,3,4,3,4
S_4048,22-26,Female,Auckland,New Zealand,4,3,4,3,2,4,3,4,3,4,3,2,3,4,3,4,4,3,4,3,2,3,4,3,4,3,2,3,3,4,3,2,3,4,3,4,3,4,4,3,4,3
S_4049,27-31,Female,Utah,usa,4,3,4,3,2,4,3,4,3,4,3,2,3,4,3,3,4,3,2,3,4,3,4,3,4,3,2,3,3,4,3,4,3,2,3,4,3,4,3,4,3,4
S_4050,27-31,Male,Washington,USA,4,3,4,3,2,4,3,4,3,4,3,2,4,3,4,3,4,3,2,3,4,3,4,3,4,3,4,3,3,4,3,2,3,4,3,4,3,4,3,4,3,4
S_4051,18-21,Female,Hawaii,United States,4,3,4,3,2,3,4,4,3,4,3,2,3,4,3,4,3,4,2,3,4,3,3,4,3,2,4,3,4,3,4,3,2,4,3,4,3,4,4,3,4,3
S_4052,22-26,Female,Suva,Fiji,4,3,4,3,2,3,4,4,3,4,3,2,3,4,3,3,4,3,2,3,4,3,4,3,4,3,2,3,3,4,3,2,3,4,3,4,3,4,3,4,3,4
S_4053,22-26,Female,"Alpine, UT",United States,4,3,4,3,2,4,3,4,3,4,3,2,3,4,3,4,4,3,3,2,3,4,3,4,3,2,3,4,4,3,4,3,2,3,4,4,3,3,4,3,3,4
S_4054,22-26,Male,Newport,United States,4,3,4,3,2,3,4,4,3,4,3,2,3,4,3,4,3,3,4,2,3,4,3,4,3,2,3,4,4,3,4,3,2,3,4,4,3,3,4,3,3,4
S_4055,22-26,Male,Tarawa,Kiribati,3,2,3,2,4,3,2,3,3,2,3,2,3,2,3,3,2,3,2,3,2,3,3,2,3,2,3,2,3,3,2,3,2,3,2,3,2,3,3,2,3,2
S_4056,50-58,Male,Minnesota,United States,3,2,3,2,3,2,3,3,2,3,2,3,2,4,3,3,3,2,3,2,3,2,3,2,3,2,3,2,3,3,2,3,2,3,2,3,2,3,3,2,3,2
S_4057,22-26,Female,Auckland,New Zealand,4,3,4,3,2,4,3,4,3,4,3,2,3,4,3,4,4,3,2,3,4,3,3,4,3,2,3,4,4,3,4,3,2,3,4,4,3,4,4,3,4,3
S_4058,22-26,Female,"Billings, Montana",United States,3,4,3,2,4,3,2,4,3,4,3,2,3,4,3,3,4,3,2,3,4,3,4,3,4,3,2,3,3,4,3,4,3,2,3,4,3,4,3,4,3,4
S_4059,18-21,Female,Chiba,Jaoan,4,3,4,3,2,4,3,4,3,4,3,2,3,4,3,4,3,3,4,2,3,4,3,4,3,2,3,4,4,3,4,3,2,3,4,4,3,3,4,3,4,3
S_4060,22-26,Female,Saitama,Japan,4,3,4,3,2,4,3,4,3,4,3,2,3,4,3,4,3,3,4,2,3,4,3,4,3,2,3,4,4,3,4,3,2,3,4,4,3,3,4,3,3,4
S_4061,18-21,Male,Saigon,Vietnam,4,4,3,4,3,4,3,4,4,3,4,3,4,3,4,4,3,4,3,4,3,4,4,3,4,3,4,3,4,4,3,4,3,4,3,4,3,4,4,4,3,4
S_4062,22-26,Male,Naga,Philippines,4,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,4,3,4,3,4,3,4,3,4,3,4,3,4,4,3,4,3,4,3,4,3,4,4,3,4,3
S_4063,27-31,Male,CO,United States,4,3,4,3,2,4,3,4,3,4,3,2,3,4,3,4,3,3,2,4,3,2,4,3,4,3,2,3,3,4,3,2,4,3,3,4,3,3,4,3,3,4
S_4064,22-26,Male,Colorado,United States,4,3,4,3,2,4,3,4,3,4,3,2,3,4,3,4,3,4,2,3,4,3,3,4,3,2,4,3,4,3,4,3,2,3,4,4,3,4,3,4,3,4
S_4065,32-36,Female,Utah,United States,3,4,3,2,4,3,2,4,3,4,3,2,4,3,2,3,4,3,2,4,3,2,4,3,4,3,2,3,3,4,3,2,3,4,3,4,3,3,3,4,3,2
S_4066,22-26,Male,Utah,USA,4,3,4,3,2,3,4,4,3,4,3,2,3,4,3,4,4,3,3,2,3,4,3,4,3,2,3,4,4,3,4,3,2,3,4,4,3,3,4,3,4,3
S_4067,22-26,Female,Apia,Samoa,3,4,3,2,3,4,3,4,3,4,3,2,3,4,3,3,4,3,2,3,4,3,4,3,3,2,3,4,3,4,3,3,2,3,4,3,4,3,3,4,3,3
S_4068,22-26,Female,Makawao,Kingdom of Hawai’i,4,3,4,3,2,3,4,4,3,4,3,2,3,4,3,3,4,3,2,4,3,2,4,3,4,3,2,3,3,4,3,2,3,4,3,4,3,4,3,4,3,4
S_4069,22-26,Female,Minnesota,United States of America,4,3,4,3,2,3,4,4,3,4,3,2,3,4,3,3,4,3,2,3,4,3,4,3,4,3,2,3,3,4,3,2,3,4,3,4,3,3,4,3,3,4
S_4070,22-26,Female,Nueva Ecija,Philippines,4,3,4,3,4,3,4,4,3,4,3,4,3,4,3,4,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,4,3,4,4,3,4,3
S_4071,22-26,Male,Florida,USA,4,3,4,3,2,4,3,4,3,4,3,2,3,4,3,4,3,4,3,2,3,4,3,4,3,2,3,4,4,3,4,3,2,3,4,4,3,3,4,3,4,3
S_4072,18-21,Male,"Lehi, UT",United States,4,3,4,3,2,4,3,4,3,4,3,2,4,3,4,4,4,3,3,2,4,3,3,4,3,2,4,3,4,3,4,3,2,3,4,4,3,4,4,3,4,3
S_4073,43-49,Female,Hamilton,New Zealand,3,2,3,2,4,3,2,3,4,3,2,3,2,4,3,3,2,3,4,2,3,2,3,4,3,2,3,2,3,2,3,4,3,2,3,3,4,3,3,2,3,3
S_4074,18-21,Male,Hawaii,papua new guinea,4,3,4,3,2,4,3,4,3,4,3,2,3,4,3,4,3,4,2,3,4,3,3,4,3,2,3,4,4,3,4,3,2,3,4,4,3,4,3,4,3,4
S_4075,18-21,Female,Utah,USA,4,3,4,3,2,3,4,4,3,4,3,2,3,4,3,3,4,3,2,3,4,3,4,3,4,3,2,3,3,4,3,4,3,2,3,4,3,4,3,4,3,4
S_4076,22-26,Female,Bogor,Indonesia,4,3,4,3,4,3,4,4,3,4,3,4,3,4,3,4,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,4,3,4,4,3,4,3
S_4077,37-42,Male,Spokane,Usa,3,4,3,2,3,4,3,3,4,3,2,3,4,3,2,3,3,4,2,3,4,3,3,4,3,2,3,4,3,4,3,2,3,3,4,3,4,3,3,4,3,2
S_4078,18-21,Male,"Kamas, UT",United States,4,3,4,2,3,4,3,4,3,4,3,2,4,3,4,3,4,3,2,3,4,3,4,3,4,3,2,3,3,4,3,2,3,4,3,4,3,4,3,4,3,4
S_4079,22-26,Male,Suva,Fiji,4,3,4,3,2,3,4,4,3,4,3,2,3,4,3,3,4,3,2,3,4,3,4,3,4,3,2,3,3,4,3,2,3,4,3,4,3,4,3,4,3,4
S_4080,18-21,Male,Phoenix AZ,Usa,4,3,4,2,3,4,3,4,3,4,3,2,4,3,2,4,3,4,3,2,3,4,3,4,3,2,3,4,4,3,4,3,2,3,4,4,3,4,3,4,3,4
S_4081,50-58,Male,Manila,Philippines,3,3,2,3,2,3,2,3,4,3,2,3,2,3,2,3,3,2,3,2,3,2,3,2,3,2,3,2,3,3,2,3,2,3,2,3,2,3,3,3,2,3
S_4082,27-31,Female,Utah,United States,4,3,4,3,2,4,3,4,3,4,3,2,3,4,3,3,4,3,2,3,4,3,4,3,4,3,2,3,3,4,3,4,3,2,3,4,3,4,3,4,3,4
S_4083,37-42,Female,Cardston,Canada,3,4,2,3,4,2,3,3,4,3,2,4,3,2,3,4,3,4,3,2,3,4,3,4,3,2,3,4,3,4,3,2,3,4,3,3,4,3,3,4,3,2
S_4084,22-26,Female,Kailua Hawaii,USA,4,3,4,3,2,4,3,4,3,4,2,3,4,3,2,4,3,4,3,2,3,4,3,4,3,2,4,3,4,3,4,2,3,4,3,4,3,4,4,3,4,3
S_4085,18-21,Female,Phnom Penh,Cambodia,4,3,4,3,2,4,3,4,4,3,4,3,2,4,3,4,3,4,3,2,3,4,3,4,3,2,3,4,4,3,4,3,2,3,4,4,3,4,4,3,4,3
S_4086,27-31,Female,Utah,USA,4,3,4,3,2,3,4,4,3,4,3,2,3,4,3,4,3,3,2,4,3,3,4,3,4,3,2,3,3,4,3,2,3,4,3,4,3,3,4,3,3,4
S_4087,22-26,Male,Nuku'alofa,Tonga,3,4,3,2,3,4,3,4,3,4,3,2,3,4,3,3,4,3,2,3,4,3,4,3,3,4,3,2,3,4,3,3,2,3,4,3,4,3,3,4,3,3
S_4088,43-49,Female,Oregon,United States of America,3,2,3,2,4,3,2,3,4,2,3,4,2,3,2,3,2,4,3,2,3,4,2,3,2,3,4,2,3,4,3,2,3,4,3,3,2,3,3,4,3,2
S_4089,22-26,Male,Suva,Fiji,4,3,4,3,2,4,3,4,3,4,3,2,3,4,3,4,3,3,4,2,3,4,3,4,3,2,3,4,4,3,4,3,2,3,4,4,3,3,4,3,4,3
S_4090,22-26,Male,Malasiqui,Philippines,4,3,4,3,4,3,4,4,3,4,3,4,3,4,3,4,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,4,3,4,4,3,4,3
S_4091,50-58,Female,Harbin,China,3,2,3,2,4,3,2,3,3,2,3,2,3,4,3,3,2,3,2,3,2,3,3,3,2,3,2,3,3,2,3,2,3,3,2,3,3,2,3,3,2,3
S_4092,18-21,Female,Malasiqui,Philippines,4,3,4,3,4,3,2,4,3,4,3,4,3,2,3,4,4,3,4,3,3,2,4,3,4,3,4,3,4,4,3,3,4,3,2,4,3,4,4,3,4,3
S_4093,22-26,Male,Auckland,New Zealand,4,3,4,3,2,4,3,4,3,4,3,4,2,3,4,4,4,3,3,2,3,4,3,4,3,2,3,4,4,3,4,3,2,3,4,4,3,4,3,4,3,4
S_4094,27-31,Female,Utah,USA,4,3,4,3,2,4,3,4,3,4,3,2,3,4,3,4,4,3,2,3,4,3,3,4,3,2,3,4,4,3,4,3,2,3,4,4,3,4,3,4,3,4
S_4095,37-42,Female,Baguio,Philippines,4,3,4,3,2,4,3,4,3,4,3,2,3,4,3,3,4,3,2,3,4,3,4,3,4,3,2,3,3,4,3,4,3,2,3,4,3,4,3,4,3,4
