source_human_id,response_id,age,generation,sex,country,city,fam_1,fam_2,fam_3,fam_4,fam_5,fam_6,fam_7,use_1,use_2,use_3,use_4,use_5,use_6,use_7,use_8,use_9,use_10,use_11,risk_1,risk_2,risk_3,risk_4,risk_5,risk_6,fam_1_norm,fam_2_norm,fam_3_norm,fam_4_norm,fam_5_norm,fam_6_norm,fam_7_norm,use_1_norm,use_2_norm,use_3_norm,use_4_norm,use_5_norm,use_6_norm,use_7_norm,use_8_norm,use_9_norm,use_10_norm,use_11_norm,risk_1_norm,risk_2_norm,risk_3_norm,risk_4_norm,risk_5_norm,risk_6_norm
H_0225,R_2aV7G4RqseGqfeZ,37-42,younger Gen X,Female,United States,"Anthem, AZ",1,4,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,0.0,0.75,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.75,0.75,0.75,0.75,0.75
H_0226,R_3G8LrTgQN6YN6Dz,22-26,older Gen Z,Female,United States,"Logan, UT",1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,2,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.75,0.75,0.75,0.75,0.25
H_0227,R_prOwkVEp6hEDzwd,27-31,younger Millennials,Female,United States,Utah,1,4,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,3,3,3,4,4,1,0.0,0.75,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.75,0.75,0.0
H_0228,R_3eqcL5ILNQsOn30,18-21,older Gen Z,Female,United States,Utah,1,4,1,2,4,3,3,2,2,1,2,2,1,2,2,1,1,1,4,3,4,4,4,3,0.0,0.75,0.0,0.25,0.75,0.5,0.5,0.25,0.25,0.0,0.25,0.25,0.0,0.25,0.25,0.0,0.0,0.0,0.75,0.5,0.75,0.75,0.75,0.5
H_0229,R_1q3Z7NZ7PSCtt1C,22-26,older Gen Z,Female,United States,Utah,1,2,1,2,1,3,3,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,0.0,0.25,0.0,0.25,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.75,0.75,0.75,0.75,0.75
H_0230,R_2RaIi523eUjgmZY,22-26,older Gen Z,Female,USA,Utah,4,5,5,4,5,5,5,3,1,4,3,1,1,3,1,4,3,4,3,3,2,2,4,3,0.75,1.0,1.0,0.75,1.0,1.0,1.0,0.5,0.0,0.75,0.5,0.0,0.0,0.5,0.0,0.75,0.5,0.75,0.5,0.5,0.25,0.25,0.75,0.5
H_0231,R_1EYZASJEsWmtJj0,22-26,older Gen Z,Female,United States,"Alpine, UT",1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,4,5,5,4,4,4,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.75,1.0,1.0,0.75,0.75,0.75
H_0232,R_1Inr4QwECX7CZVG,22-26,older Gen Z,Female,U.S.,Utah,1,2,1,2,1,3,3,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,4,2,0.0,0.25,0.0,0.25,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.75,0.25
H_0233,R_etAQ3cqGq1iWa6R,50-58,older Gen X,Female,USA,Idaho,3,3,2,2,4,4,4,4,1,1,4,1,1,4,4,1,4,5,4,2,2,2,4,2,0.5,0.5,0.25,0.25,0.75,0.75,0.75,0.75,0.0,0.0,0.75,0.0,0.0,0.75,0.75,0.0,0.75,1.0,0.75,0.25,0.25,0.25,0.75,0.25
H_0234,R_277LHiG0VCqsZnH,59-64,younger Baby Boomers,Female,United states,Utah,1,4,1,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,3,0.0,0.75,0.0,0.5,0.25,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.75,0.75,0.75,0.75,0.5
H_0235,R_3G0NiWGuIl8kYNl,22-26,older Gen Z,Female,United States,Utah,3,4,3,2,4,4,5,3,3,1,1,2,1,3,2,2,2,1,3,3,4,4,4,2,0.5,0.75,0.5,0.25,0.75,0.75,1.0,0.5,0.5,0.0,0.0,0.25,0.0,0.5,0.25,0.25,0.25,0.0,0.5,0.5,0.75,0.75,0.75,0.25
H_0236,R_129Z452gKQk4Hd7,50-58,older Gen X,Female,United States,Arizona,2,4,2,2,1,3,3,1,1,1,1,1,1,1,1,1,1,1,2,3,4,4,4,3,0.25,0.75,0.25,0.25,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.5,0.75,0.75,0.75,0.5
H_0237,R_1GwBpDz4j8zNP8M,32-36,younger Millennials,Female,United States,Logan,4,5,3,3,4,4,3,1,1,1,3,2,1,3,1,1,3,1,3,2,3,3,4,2,0.75,1.0,0.5,0.5,0.75,0.75,0.5,0.0,0.0,0.0,0.5,0.25,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.25,0.5,0.5,0.75,0.25
H_0238,R_3mlz6JB0rtD4aEt,22-26,older Gen Z,Female,United States,"Logan, Utah",2,4,2,1,4,3,3,2,2,1,2,2,1,2,1,2,1,1,4,4,4,4,4,3,0.25,0.75,0.25,0.0,0.75,0.5,0.5,0.25,0.25,0.0,0.25,0.25,0.0,0.25,0.0,0.25,0.0,0.0,0.75,0.75,0.75,0.75,0.75,0.5
H_0239,R_WfHEKrwUGfjtZHX,18-21,older Gen Z,Female,USA,"Cedar Hills, Utah",1,2,1,1,2,3,2,1,3,2,3,1,4,4,1,2,1,2,4,4,4,4,4,2,0.0,0.25,0.0,0.0,0.25,0.5,0.25,0.0,0.5,0.25,0.5,0.0,0.75,0.75,0.0,0.25,0.0,0.25,0.75,0.75,0.75,0.75,0.75,0.25
H_0240,R_3KAW5woHIypkZdz,22-26,younger Millennials,Female,Mexico,Mexico city,5,5,5,3,5,5,5,1,1,1,1,1,1,1,1,1,1,1,5,4,4,4,4,4,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.75,0.75,0.75,0.75,0.75
H_0241,R_29tchBGV131zLfP,27-31,older Millennials,Male,Papua New Guinea,Port Moresby,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,2,5,4,4,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,0.75,0.75,0.75,0.75,0.75,0.75
H_0242,R_2PnC08mcbrrnUP4,22-26,older Gen Z,Male,USA,Florida,5,5,4,4,5,5,4,4,4,3,1,1,4,1,4,5,5,1,5,4,4,3,4,4,1.0,1.0,0.75,0.75,1.0,1.0,0.75,0.75,0.75,0.5,0.0,0.0,0.75,0.0,0.75,1.0,1.0,0.0,1.0,0.75,0.75,0.5,0.75,0.75
H_0243,R_2YsLxZkRnRa8QMK,27-31,younger Millennials,Male,Indonesia,Jakarta,5,4,4,4,5,4,5,4,4,4,3,4,4,4,4,2,4,2,4,3,4,4,4,4,1.0,0.75,0.75,0.75,1.0,0.75,1.0,0.75,0.75,0.75,0.5,0.75,0.75,0.75,0.75,0.25,0.75,0.25,0.75,0.5,0.75,0.75,0.75,0.75
H_0244,R_2c5gTYUvEZrj9OJ,22-26,younger Gen Z,Male,Japan,Saitama,5,4,4,5,4,5,5,4,4,4,3,4,4,4,4,4,4,4,5,4,5,5,4,5,1.0,0.75,0.75,1.0,0.75,1.0,1.0,0.75,0.75,0.75,0.5,0.75,0.75,0.75,0.75,0.75,0.75,0.75,1.0,0.75,1.0,1.0,0.75,1.0
H_0245,R_sO0ySylGQiDJ4nn,22-26,younger Gen Z,Male,Mongolia,Ulaanbaatar,3,4,3,4,3,5,4,3,1,4,1,1,1,1,4,1,1,1,1,2,3,3,4,2,0.5,0.75,0.5,0.75,0.5,1.0,0.75,0.5,0.0,0.75,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.25,0.5,0.5,0.75,0.25
H_0246,R_pQSUhl3NXGSs9k5,22-26,younger Gen Z,Male,Tonga,Tonga,3,3,3,2,4,3,2,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,2,0.5,0.5,0.5,0.25,0.75,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.75,0.75,0.75,0.75,0.25
H_0247,R_Diafoia5S071Z0B,22-26,older Gen Z,Male,Philipphines,Manila,4,4,3,4,4,4,4,4,5,5,4,5,4,5,5,2,5,5,3,3,4,3,4,3,0.75,0.75,0.5,0.75,0.75,0.75,0.75,0.75,1.0,1.0,0.75,1.0,0.75,1.0,1.0,0.25,1.0,1.0,0.5,0.5,0.75,0.5,0.75,0.5
H_0248,R_xt06ZARXLJZBjgd,22-26,older Gen Z,Male,Philippines,Pasig City,4,5,2,2,1,3,3,1,1,1,1,1,1,1,1,1,1,1,4,4,3,4,4,3,0.75,1.0,0.25,0.25,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.75,0.5,0.75,0.75,0.5
H_0249,R_RzDH4hf8zO959XH,22-26,older Gen Z,Male,England,London,3,3,4,2,2,3,2,4,3,4,5,5,4,3,4,5,3,4,3,3,4,4,4,3,0.5,0.5,0.75,0.25,0.25,0.5,0.25,0.75,0.5,0.75,1.0,1.0,0.75,0.5,0.75,1.0,0.5,0.75,0.5,0.5,0.75,0.75,0.75,0.5
H_0250,R_0H8TSs6sYyyBvhL,18-21,older Gen Z,Male,Fiji,Suva,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.5,0.5,0.5,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
H_0251,R_73QKvj4LOShJLwt,18-21,younger Gen Z,Male,America,California,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.5,0.75,0.75,0.75,0.75
H_0252,R_1BxTJb0onLVj0Yx,22-26,younger Gen Z,Male,Kiribati,Tarawa,5,5,5,4,5,5,5,4,3,4,4,1,5,4,5,1,1,1,4,4,4,4,4,4,1.0,1.0,1.0,0.75,1.0,1.0,1.0,0.75,0.5,0.75,0.75,0.0,1.0,0.75,1.0,0.0,0.0,0.0,0.75,0.75,0.75,0.75,0.75,0.75
H_0253,R_0k9p12MC1VEqOwF,18-21,older Gen Z,Male,Mongolia,Ulaanbaatar,4,4,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,5,4,4,0.75,0.75,0.5,0.5,0.5,0.75,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.75,0.5,0.75,1.0,0.75,0.75
H_0254,R_vH12iz0smSha4Jb,43-49,older Millennials,Male,Philippines,Bulacan,5,5,5,5,5,5,5,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.75,0.75,0.75,0.75,0.75,0.75
H_0255,R_1f9pNYthbPtIiSZ,37-42,older Gen Z,Male,Philippines,Cavite city,5,5,5,5,5,5,5,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
H_0256,R_3nqoGVFXc4JeNRg,22-26,older Gen Z,Male,Philippines,Manila,3,4,3,3,4,4,4,3,2,1,1,1,2,3,1,1,2,1,3,4,3,4,4,3,0.5,0.75,0.5,0.5,0.75,0.75,0.75,0.5,0.25,0.0,0.0,0.0,0.25,0.5,0.0,0.0,0.25,0.0,0.5,0.75,0.5,0.75,0.75,0.5
H_0257,R_2fJXocyCO28nsMb,22-26,younger Millennials,Male,Philippines,Davao City,5,5,4,4,5,5,4,4,1,4,1,4,1,1,1,4,4,1,4,4,4,4,4,3,1.0,1.0,0.75,0.75,1.0,1.0,0.75,0.75,0.0,0.75,0.0,0.75,0.0,0.0,0.0,0.75,0.75,0.0,0.75,0.75,0.75,0.75,0.75,0.5
H_0258,R_10I58xcdtjUUtVY,22-26,older Gen Z,Male,Australia,Gold Coast,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.75,0.75,0.75,0.75,0.75
H_0259,R_1F4x1O78lGcnbTN,27-31,younger Millennials,Male,Tonga,Nuku'alofa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.75,0.75,0.75,0.75,0.75
H_0260,R_3oFkOZfDDemPBcB,22-26,older Gen Z,Male,philippines,alicia,4,4,4,4,4,4,4,4,4,4,1,1,4,1,4,1,1,1,4,4,4,4,4,3,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.0,0.0,0.75,0.0,0.75,0.0,0.0,0.0,0.75,0.75,0.75,0.75,0.75,0.5
H_0261,R_Xoc5AIYvMhiXomB,22-26,younger Gen Z,Male,Philippines,Isabela,2,2,1,1,1,2,2,1,2,1,1,1,1,1,1,1,2,1,3,2,1,3,4,2,0.25,0.25,0.0,0.0,0.0,0.25,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.5,0.25,0.0,0.5,0.75,0.25
H_0262,R_cNiaK1lePrAut1v,22-26,younger Gen Z,Male,Philippines,Antipolo City,3,3,3,4,1,1,2,2,2,2,1,1,1,1,3,3,3,3,4,4,5,5,4,5,0.5,0.5,0.5,0.75,0.0,0.0,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.75,0.75,1.0,1.0,0.75,1.0
H_0263,R_33sruzLGX24l00j,22-26,older Millennials,Male,Philippines,Negros Occidental,3,3,2,1,2,3,4,2,2,4,1,4,4,4,2,2,4,1,4,2,4,4,4,2,0.5,0.5,0.25,0.0,0.25,0.5,0.75,0.25,0.25,0.75,0.0,0.75,0.75,0.75,0.25,0.25,0.75,0.0,0.75,0.25,0.75,0.75,0.75,0.25
H_0264,R_D7hOWVGPubZP56x,18-21,older Gen Z,Male,U.S,Colorado,3,4,3,4,5,5,3,1,1,1,1,1,1,1,1,1,1,1,4,4,4,3,4,4,0.5,0.75,0.5,0.75,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.75,0.75,0.5,0.75,0.75
H_0265,R_30epf0xYgAEW39s,22-26,older Gen Z,Male,Malaysia,Kuala Lumpur,5,4,4,3,4,5,4,3,3,2,1,1,3,3,3,1,1,1,4,4,3,3,4,2,1.0,0.75,0.75,0.5,0.75,1.0,0.75,0.5,0.5,0.25,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.75,0.75,0.5,0.5,0.75,0.25
H_0266,R_2UcjHWbK46Wp4Jt,22-26,older Millennials,Male,United States,"Glendale, California",1,1,1,1,1,1,3,2,2,1,2,1,2,1,1,2,1,3,4,4,5,5,4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.25,0.25,0.0,0.25,0.0,0.25,0.0,0.0,0.25,0.0,0.5,0.75,0.75,1.0,1.0,0.75,0.25
H_0267,R_3oSEydtJsSNaMEP,22-26,younger Gen Z,Male,Indonesia,Surabaya,4,5,4,4,5,5,3,5,3,3,2,2,2,2,2,2,4,1,5,4,4,4,4,3,0.75,1.0,0.75,0.75,1.0,1.0,0.5,1.0,0.5,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0.75,0.0,1.0,0.75,0.75,0.75,0.75,0.5
H_0268,R_2xRe5Q4Qavok8cr,22-26,older Gen Z,Male,Philippines,Alaminos City,2,4,2,2,2,2,3,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,3,0.25,0.75,0.25,0.25,0.25,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.75,0.75,0.75,0.75,0.5
H_0269,R_DGf2jDfbNd4AH6x,22-26,younger Millennials,Male,United states,North Carolina,3,4,3,3,4,4,3,4,4,4,1,1,4,2,2,4,3,2,4,4,3,3,4,4,0.5,0.75,0.5,0.5,0.75,0.75,0.5,0.75,0.75,0.75,0.0,0.0,0.75,0.25,0.25,0.75,0.5,0.25,0.75,0.75,0.5,0.5,0.75,0.75
H_0270,R_3JETHXQyqpAj4CR,22-26,younger Millennials,Male,Indonesia,Bogor,4,4,4,4,4,4,3,5,3,5,1,4,4,1,2,1,1,1,4,4,3,4,4,1,0.75,0.75,0.75,0.75,0.75,0.75,0.5,1.0,0.5,1.0,0.0,0.75,0.75,0.0,0.25,0.0,0.0,0.0,0.75,0.75,0.5,0.75,0.75,0.0
H_0271,R_1K1Jg4A8S8MW7LT,22-26,older Gen Z,Male,Philippines,Ilagan City,5,5,5,4,5,5,5,4,4,3,1,1,4,4,4,3,5,3,4,4,3,4,4,3,1.0,1.0,1.0,0.75,1.0,1.0,1.0,0.75,0.75,0.5,0.0,0.0,0.75,0.75,0.75,0.5,1.0,0.5,0.75,0.75,0.5,0.75,0.75,0.5
H_0272,R_1pX1l8983BQu6d9,22-26,older Gen Z,Male,America,Utah,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,5,5,4,2,0.0,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,1.0,1.0,1.0,0.75,0.25
H_0273,R_24AT9VaGbQC3g7J,22-26,younger Gen Z,Male,PNG,PORT MORESBY,4,4,3,4,2,2,3,3,4,3,3,1,4,3,4,1,3,1,1,3,2,5,4,2,0.75,0.75,0.5,0.75,0.25,0.25,0.5,0.5,0.75,0.5,0.5,0.0,0.75,0.5,0.75,0.0,0.5,0.0,0.0,0.5,0.25,1.0,0.75,0.25
H_0274,R_3Oog0npUwJSeR9j,18-21,older Gen Z,Male,Japan,Ibaraki,4,3,1,1,5,4,5,2,3,3,1,1,4,3,3,1,1,1,5,4,3,4,4,2,0.75,0.5,0.0,0.0,1.0,0.75,1.0,0.25,0.5,0.5,0.0,0.0,0.75,0.5,0.5,0.0,0.0,0.0,1.0,0.75,0.5,0.75,0.75,0.25
H_0275,R_3R2u8tkirtpd4uA,18-21,older Gen Z,Male,United States,Arizona,3,4,3,2,5,4,3,1,3,1,1,1,2,1,3,2,1,1,4,4,4,4,4,1,0.5,0.75,0.5,0.25,1.0,0.75,0.5,0.0,0.5,0.0,0.0,0.0,0.25,0.0,0.5,0.25,0.0,0.0,0.75,0.75,0.75,0.75,0.75,0.0
H_0276,R_6yuCxDRALhnwKrL,18-21,older Gen Z,Male,United States,Texas,2,3,2,2,4,4,5,2,1,4,1,1,3,3,3,3,1,1,4,4,4,4,4,5,0.25,0.5,0.25,0.25,0.75,0.75,1.0,0.25,0.0,0.75,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.75,0.75,0.75,0.75,0.75,1.0
H_0277,R_3nCvHuK9EdZmWpJ,18-21,older Gen Z,Male,Usa,Bountiful Utah,5,5,5,3,5,5,4,4,4,4,3,1,4,4,5,3,2,1,3,3,2,3,4,3,1.0,1.0,1.0,0.5,1.0,1.0,0.75,0.75,0.75,0.75,0.5,0.0,0.75,0.75,1.0,0.5,0.25,0.0,0.5,0.5,0.25,0.5,0.75,0.5
H_0278,R_1g1tno96Wwp5Ug7,43-49,younger Gen X,Male,United States,Bountiful,3,3,3,2,2,2,3,2,2,2,2,2,2,2,2,1,1,1,2,2,3,3,4,2,0.5,0.5,0.5,0.25,0.25,0.25,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.25,0.25,0.5,0.5,0.75,0.25
H_0279,R_3HZkN6UxltNPdEa,22-26,older Gen Z,Male,Philippines,Baguio,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
H_0280,R_2QnQugDCQ5STLmr,37-42,younger Millennials,Male,Unknown,Unknown,4,4,4,4,3,4,3,3,3,2,3,3,4,2,3,2,3,2,4,4,4,4,4,3,0.75,0.75,0.75,0.75,0.5,0.75,0.5,0.5,0.5,0.25,0.5,0.5,0.75,0.25,0.5,0.25,0.5,0.25,0.75,0.75,0.75,0.75,0.75,0.5
H_0281,R_21tWmrVZiK5dBgj,22-26,older Millennials,Male,United States,Orem,4,4,3,3,4,4,3,4,3,3,1,1,1,1,2,1,1,1,2,4,4,4,4,2,0.75,0.75,0.5,0.5,0.75,0.75,0.5,0.75,0.5,0.5,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.75,0.75,0.75,0.75,0.25
H_0282,R_276YdqRtmwknnOX,22-26,older Gen Z,Male,United States,Texas,4,4,3,5,5,4,5,3,3,4,2,4,4,4,2,1,4,2,2,4,2,2,4,4,0.75,0.75,0.5,1.0,1.0,0.75,1.0,0.5,0.5,0.75,0.25,0.75,0.75,0.75,0.25,0.0,0.75,0.25,0.25,0.75,0.25,0.25,0.75,0.75
H_0283,R_1IAfRA6DslgD9D6,43-49,older Gen X,Male,Unite States,"Springville, UT",2,3,2,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,4,2,3,4,4,3,0.25,0.5,0.25,0.25,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.25,0.5,0.75,0.75,0.5
H_0284,R_27W5gAvQq8KB2Ju,22-26,younger Gen X,Male,India,Delhi,3,5,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,4,4,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.25,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.75,0.75
H_0285,R_1GI94i8viZosN63,32-36,younger Millennials,Male,Japan,Fukoyoka,4,4,5,4,3,2,3,3,2,1,1,1,1,1,1,2,1,1,1,1,1,5,4,2,0.75,0.75,1.0,0.75,0.5,0.25,0.5,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.75,0.25
H_0286,R_3OhDFi9k1ikrFa9,27-31,older Millennials,Male,USA,Colorado,4,4,1,1,2,4,5,5,3,5,2,1,5,4,5,3,2,3,4,4,5,5,4,5,0.75,0.75,0.0,0.0,0.25,0.75,1.0,1.0,0.5,1.0,0.25,0.0,1.0,0.75,1.0,0.5,0.25,0.5,0.75,0.75,1.0,1.0,0.75,1.0
H_0287,R_2xKHD9AwBBuXPb5,71-77,older Baby Boomer,Male,United States,Colorado,1,4,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,4,2,0.0,0.75,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.75,0.25
H_0288,R_1q3tWRATHCGiBh2,18-21,younger Gen Z,Male,America,California,3,2,4,4,3,4,4,5,3,4,4,2,3,4,2,3,4,4,4,4,3,4,4,4,0.5,0.25,0.75,0.75,0.5,0.75,0.75,1.0,0.5,0.75,0.75,0.25,0.5,0.75,0.25,0.5,0.75,0.75,0.75,0.75,0.5,0.75,0.75,0.75
H_0289,R_2Qm0MqpVMmy43IG,22-26,older Gen Z,Male,Canada,British Columbia,5,5,5,5,5,5,5,4,3,4,1,1,2,1,3,1,1,1,5,5,2,5,4,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.5,0.75,0.0,0.0,0.25,0.0,0.5,0.0,0.0,0.0,1.0,1.0,0.25,1.0,0.75,0.0
H_0290,R_1jlU9MtJU2jZ4Ms,22-26,older Gen Z,Male,America,Idaho,5,5,4,5,5,5,4,5,3,4,2,2,3,3,2,4,1,5,4,4,3,2,4,3,1.0,1.0,0.75,1.0,1.0,1.0,0.75,1.0,0.5,0.75,0.25,0.25,0.5,0.5,0.25,0.75,0.0,1.0,0.75,0.75,0.5,0.25,0.75,0.5
H_0291,R_3D78L8Ji0BxEF4t,22-26,younger Gen Z,Male,America,Las Vegas,5,4,4,4,5,5,4,4,2,5,1,3,4,3,5,5,1,4,3,2,4,3,4,4,1.0,0.75,0.75,0.75,1.0,1.0,0.75,0.75,0.25,1.0,0.0,0.5,0.75,0.5,1.0,1.0,0.0,0.75,0.5,0.25,0.75,0.5,0.75,0.75
H_0292,R_1eLCfAJ97xVhrTQ,22-26,older Millennials,Male,Philippines,Cabanatuan,4,4,3,4,4,3,5,4,4,3,1,2,5,1,4,3,2,1,4,4,4,4,4,2,0.75,0.75,0.5,0.75,0.75,0.5,1.0,0.75,0.75,0.5,0.0,0.25,1.0,0.0,0.75,0.5,0.25,0.0,0.75,0.75,0.75,0.75,0.75,0.25
H_0293,R_6S5lH7S6x5XVXBn,22-26,older Gen Z,Male,Usa,Nashville,3,3,3,4,4,4,2,1,1,2,1,1,2,1,1,1,1,1,3,4,3,3,4,2,0.5,0.5,0.5,0.75,0.75,0.75,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.5,0.75,0.5,0.5,0.75,0.25
H_0294,R_268Bo0Q4kSJtwpH,22-26,older Gen Z,Male,U.S,Hawaii,3,4,3,2,3,3,2,1,1,1,1,1,1,1,1,1,1,1,3,2,2,3,4,3,0.5,0.75,0.5,0.25,0.5,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.25,0.25,0.5,0.75,0.5
H_0295,R_2RPak5Ozljh838w,22-26,younger Gen Z,Male,India,Hyderabad,5,5,4,4,5,5,4,4,4,4,1,4,3,3,3,1,1,1,5,4,3,4,4,4,1.0,1.0,0.75,0.75,1.0,1.0,0.75,0.75,0.75,0.75,0.0,0.75,0.5,0.5,0.5,0.0,0.0,0.0,1.0,0.75,0.5,0.75,0.75,0.75
