synthetic_id,age,sex,country,city
S_3744,22-26,Male,Kiribati,Tarawa
S_3745,22-26,Female,America,Utah
S_3746,22-26,Female,USA,Fort Worth Texas
S_3747,18-21,Male,Kingdom of Hawai’i,Makawao
S_3748,22-26,Female,USA,California
S_3749,18-21,Male,United States,Salt Lake City
S_3750,18-21,Female,Philippines,Utah
S_3751,18-21,Female,mongolia,ulaanbaatar
S_3752,22-26,Female,USA,Florida
S_3753,22-26,Female,Philippines,"Balanga City, Bataan"
S_3754,22-26,Male,United States,Utah
S_3755,18-21,Male,USA,"Hauula, Hawaii"
S_3756,22-26,Female,Unknown,Unknown
S_3757,22-26,Male,Philippines,Pangasinan
S_3758,18-21,Female,United States,Hawaii
S_3759,18-21,Female,United States,Utah
S_3760,18-21,Female,United States,Washington
S_3761,22-26,Male,United States,"Providence, UT"
S_3762,22-26,Female,USA,"Anchorage, AK"
S_3763,27-31,Male,Peru,Arequipa
S_3764,22-26,Male,Samoa,Tafuna
S_3765,22-26,Male,Malaysia,Sarawak
S_3766,22-26,Female,Tonga,Tongatapu
S_3767,43-49,Female,India,New Delhi
S_3768,43-49,Female,Tonga,Nuku’alofa
S_3769,22-26,Male,Taiwan,Taichung City
S_3770,22-26,Female,Philippines,Quezon City
S_3771,22-26,Female,China,Shanghai
S_3772,22-26,Male,México,Veracruz
S_3773,27-31,Female,United States,"Kamas, UT"
S_3774,27-31,Male,Japan,Kannonnji
S_3775,18-21,Female,Japan,Osaka
S_3776,22-26,Female,United States,"Anthem, AZ"
S_3777,18-21,Female,Philippines,Cebu City
S_3778,50-58,Male,United States,"Salt Lake City, Utah"
S_3779,22-26,Male,Philippines,Quezon City
S_3780,27-31,Female,mexico,monterrey
S_3781,22-26,Female,United States,Arizona
S_3782,37-42,Female,Usa,"Burley, Idaho"
S_3783,27-31,Male,New Zealand,Hastings
S_3784,27-31,Male,Japan,Ibaraki
S_3785,18-21,Female,Tonga,Haapai
S_3786,22-26,Female,America,Colorado
S_3787,22-26,Female,Philippines,Dagupan City
S_3788,22-26,Male,USA,Utah
S_3789,22-26,Female,USA,Oregon
S_3790,22-26,Male,Indonesia,Surakarta
S_3791,27-31,Female,papua new guinea,Hawaii
S_3792,22-26,Female,Kingdom of Hawai’i,Makawao
S_3793,18-21,Female,Philippines,Camarines Norte
S_3794,22-26,Female,Usa,Phoenix AZ
S_3795,27-31,Female,Philippines,Santa Barbara
S_3796,59-64,Male,Philippines,Philippines
S_3797,22-26,Male,United States of America,California
S_3798,27-31,Female,USA,Utah
S_3799,22-26,Female,United States,Colorado
S_3800,27-31,Male,Japan,Toride
S_3801,18-21,Male,USA,Utah
S_3802,18-21,Female,Kiribati,Betio
S_3803,22-26,Male,USA,Sandy
S_3804,22-26,Male,Kiribati,Tarawa
S_3805,22-26,Female,United States of America,Colorado
S_3806,22-26,Female,Papua New Guinea,Port Moresby
S_3807,22-26,Female,United States,Florida
S_3808,22-26,Female,Indonesia,Bogor
S_3809,22-26,Male,Wisconsin,Ladysmith
S_3810,22-26,Female,Philippines,Ramon
S_3811,22-26,Male,Samoa,Apia
S_3812,18-21,Female,Philippines,Santiago City
S_3813,22-26,Female,United States,Utah
S_3814,18-21,Male,usa,North Carolina
S_3815,66-70,Female,Philippines,Camarines Norte
S_3816,22-26,Male,Tonga,Nuku'alofa
S_3817,22-26,Male,Kiribati,Tarawa
S_3818,22-26,Female,India New Delhi,New Delhi
S_3819,22-26,Male,United States,Utah
S_3820,18-21,Female,Canada,Lethbridge
S_3821,27-31,Female,Kiribati,Tarawa
S_3822,22-26,Male,U.S,California
S_3823,18-21,Male,United States,Utah
S_3824,22-26,Female,United States,CO
S_3825,22-26,Male,USA,California
S_3826,50-58,Male,Philippines,Isabela
S_3827,71-77,Female,United States of America,California
S_3828,18-21,Female,USA,California/Hawaii
S_3829,22-26,Female,United States,San Diego
S_3830,37-42,Female,Japan,Okinawa
S_3831,18-21,Male,Taiwan,New Taipei City
S_3832,43-49,Male,United States,Utah
S_3833,18-21,Male,Unknown,India
S_3834,27-31,Female,US,"Hawaii, Laie"
S_3835,18-21,Male,United States,Utah
S_3836,50-58,Female,Philippines,Laie
S_3837,18-21,Male,United States,California
S_3838,50-58,Female,USA,"Cedar Hills, Utah"
S_3839,37-42,Male,United States,Martinsburg
S_3840,22-26,Female,usa,Utah
S_3841,22-26,Male,United States,Arizona
S_3842,43-49,Male,USA,oceanside
S_3843,27-31,Male,Philippines,Cavite
S_3844,22-26,Female,Japan,Tokyo
S_3845,22-26,Female,america,michigan
S_3846,22-26,Female,Fiji,Suva
S_3847,22-26,Female,United States,Oregon
S_3848,22-26,Female,United States,Utah
S_3849,27-31,Male,united states of america,Texas
S_3850,22-26,Female,India,Delhi
S_3851,27-31,Female,USA,Oregon
S_3852,22-26,Male,United States,Utah
S_3853,27-31,Female,America,Idaho
S_3854,22-26,Female,USA,Hawaii
S_3855,27-31,Female,Philippines,Davao City
S_3856,22-26,Male,Samoa,Aleisa
S_3857,22-26,Male,USA,Hawaii
S_3858,22-26,Female,Philippines,Negros Occidental
S_3859,18-21,Male,United States,Hawaii
S_3860,22-26,Female,USA,Utah
S_3861,18-21,Male,USA,North Carolina
S_3862,22-26,Male,Tarawa,Kiribati
S_3863,22-26,Female,Mongolia,Ulaanbaatar
S_3864,18-21,Male,United States,Idaho
S_3865,43-49,Female,PHILIPPINES,Hawaii
S_3866,27-31,Female,Philippines,Pasuquin
S_3867,18-21,Male,United States,"Alpine, UT"
S_3868,22-26,Male,Philippines,Valencia City.
S_3869,18-21,Male,Canada,HI
S_3870,22-26,Female,Fiji,Suva
S_3871,18-21,Female,United States,Utah
S_3872,22-26,Female,Fiji,Suva
S_3873,22-26,Female,Canada,Cardston
S_3874,18-21,Female,Tonga,Tongatapu
S_3875,50-58,Male,México,Tamaulipas
S_3876,27-31,Female,Philippines,Cebu
S_3877,50-58,Male,Philippines,General Santos City
S_3878,50-58,Male,United States,Arizona
S_3879,22-26,Male,United States,Utah
S_3880,22-26,Male,United States,"Alpine, UT"
S_3881,22-26,Female,Usa,Spokane
S_3882,22-26,Female,USA,Texas
S_3883,22-26,Female,Kiribati,Tarawa
S_3884,22-26,Male,United States,West Virginia
S_3885,27-31,Female,USA,West Virginia
S_3886,22-26,Female,Philippines,Pangasinan
S_3887,50-58,Male,Philippines,Pasig City
S_3888,22-26,Male,USA,LOGAN
S_3889,18-21,Female,Philippines,Bohol
S_3890,18-21,Male,United States,Boise
S_3891,22-26,Male,United States of America,"Draper, Utah"
S_3892,22-26,Female,United States of America,"Draper, Utah"
S_3893,22-26,Male,Us,Utah
S_3894,22-26,Male,Philippines,Pangasinan
S_3895,59-64,Female,Philippines,Tarlac
S_3896,27-31,Female,Philippines,DAGUPAN
S_3897,18-21,Male,Tonga,Haapai
S_3898,22-26,Female,Tonga,Hateo
S_3899,27-31,Male,United States,Texas
S_3900,22-26,Female,USA,California
S_3901,22-26,Male,Kiribati,South-Tarawa
S_3902,18-21,Female,USA,Washington
S_3903,43-49,Female,Philippines,Marikina
S_3904,22-26,Male,United States,"Providence, UT"
S_3905,18-21,Female,United States,Utah
S_3906,22-26,Male,US,HI
S_3907,27-31,Male,United States,Phoenix Arizona
S_3908,18-21,Male,Samoa,Apia
S_3909,18-21,Male,New Zealand,Hamilton
S_3910,18-21,Female,United States of America,Colorado
S_3911,18-21,Female,United States of America,Florida
S_3912,18-21,Male,Indonesia,Jakarta
S_3913,18-21,Male,United States,"Logan, UT"
S_3914,18-21,Male,Mongolia,Ulaanbaatar
S_3915,22-26,Male,United States,Utah
S_3916,27-31,Female,united states of america,Texas
S_3917,32-36,Male,United States of America,Phoenix arizona
S_3918,50-58,Female,Philippines,Makati
S_3919,59-64,Male,United States,Houston
S_3920,43-49,Female,Hong Kong,Hong Kong
S_3921,22-26,Male,Philippines,Pasig City
S_3922,43-49,Female,South Korea,Ulsan
S_3923,22-26,Male,Japan,Fukoyoka
S_3924,43-49,Female,Philippines,Lubao
S_3925,18-21,Male,Philippines,Quezon City
S_3926,18-21,Male,Philippines,Unknown
S_3927,18-21,Female,Kiribati,Tarawa
S_3928,22-26,Male,United States,Indiana
S_3929,22-26,Male,Philippines,Isabela
S_3930,22-26,Female,New Zealand,Hastings
S_3931,18-21,Female,Fiji,Hawaii
S_3932,18-21,Female,Tonga,Holonga
S_3933,22-26,Female,Papua New Guinea,Hawaii
S_3934,18-21,Female,china,jiangsu
S_3935,18-21,Male,China,Chengdu
S_3936,22-26,Male,Japan,Miyagi
S_3937,22-26,Female,Philippines,Pangasinan
S_3938,27-31,Female,USA,LOGAN
S_3939,27-31,Female,Japan,Kanagawa
S_3940,18-21,Female,Kiribati,Tarawa
S_3941,18-21,Male,Kiribati,Tarawa
S_3942,22-26,Male,United States of America,"Draper, Utah"
S_3943,22-26,Male,United States,Utah
S_3944,18-21,Female,USA,"Provo, Utah"
S_3945,18-21,Female,Japan,Osaka
S_3946,27-31,Male,Philippines,Pampanga
S_3947,22-26,Male,United States,Utah
S_3948,27-31,Female,USA,Washington
S_3949,18-21,Male,America,California
S_3950,22-26,Female,Kiribati,Tarawa
S_3951,50-58,Male,Malaysia,bintulu
S_3952,27-31,Male,Mexico,Veracruz
S_3953,22-26,Male,United States,Colorado
S_3954,32-36,Female,Philippines,Bohol
S_3955,22-26,Male,Argentina,San Martín de los Andes
S_3956,18-21,Female,USA,Kailua Hawaii
S_3957,32-36,Male,Phiilippines,Mapandan
S_3958,22-26,Female,Fiji,Menlo Park
S_3959,18-21,Female,French Polynesia,Mataiea
S_3960,22-26,Male,United States,Colorado
S_3961,22-26,Female,United States,"Lehi, UT"
S_3962,18-21,Female,United States,Utah
S_3963,22-26,Female,USA,Texas
S_3964,50-58,Male,United States of America,"Logan, Utah"
S_3965,18-21,Female,Philippines,Cebu
S_3966,18-21,Female,United states,Utah
S_3967,22-26,Male,USA,Logan
S_3968,22-26,Female,Canada,Alberta
S_3969,22-26,Female,USA,Utah
S_3970,50-58,Female,Indonesia,Bogor
S_3971,22-26,Female,Jaoan,Chiba
S_3972,18-21,Female,United states,Minnesota
S_3973,18-21,Male,United States,Utah
S_3974,18-21,Male,Usa,Washington
S_3975,22-26,Female,Tonga,Nuku’alofa
S_3976,22-26,Male,Sāmoa,Hawaii
S_3977,22-26,Male,Kiribati,Tarawa
S_3978,22-26,Male,Indonesia,Jakarta
S_3979,22-26,Male,Kiribati,Tarawa
S_3980,22-26,Female,Philippines,Pangsinan
S_3981,22-26,Female,Fiji,Hawaii
S_3982,18-21,Female,Sri Lanka,Negombo
S_3983,22-26,Female,United States,San Diego
S_3984,22-26,Female,United States,Provo
S_3985,22-26,Female,United States,Provo Utah
S_3986,22-26,Female,Usa,Arizona
S_3987,18-21,Male,United States,Minnesota
S_3988,32-36,Male,Philippines,Laguna
S_3989,27-31,Female,United States of America,"Draper, Utah"
S_3990,22-26,Female,Indonesia,Central Java
S_3991,27-31,Female,United States,"Atlanta, GA"
S_3992,22-26,Male,United States,Texas
S_3993,18-21,Female,USA,las vegas
S_3994,27-31,Female,Weisheng,Kuala Lumpur
S_3995,18-21,Female,Kiribati,Tarawa
S_3996,32-36,Female,Tonga,Nuku’alofa
S_3997,22-26,Female,USA,Utah
S_3998,22-26,Female,United States of America,California
S_3999,22-26,Male,Philippines,Laguna
S_4000,32-36,Male,United States,Maryland
S_4001,22-26,Female,French Polynesia,Tahiti
S_4002,18-21,Female,United States,Hawaii
S_4003,22-26,Male,Japan,Japan
S_4004,27-31,Female,Japan,TOKYO
S_4005,22-26,Male,Philippines,Davao City
S_4006,22-26,Female,Usa,Washington
S_4007,18-21,Female,Tonga,Vava’u
S_4008,22-26,Female,Kiribati,Tarawa
S_4009,22-26,Female,French Polynesia,Mataiea
S_4010,32-36,Male,USA,California
S_4011,18-21,Female,United States,Sacramento
S_4012,18-21,Female,PHILIPPINES,MANILA
S_4013,22-26,Female,United States,Utah
S_4014,22-26,Female,Vietnam,Saigon
S_4015,27-31,Female,US,HI
S_4016,22-26,Female,Philippines,Cebu
S_4017,22-26,Male,USA,Honolulu
S_4018,22-26,Male,Mongolia,Ulaanbaatar
S_4019,22-26,Male,Philippines,Pasuquin
S_4020,22-26,Male,Kiribati,Tarawa
S_4021,22-26,Male,china,jiangsu
S_4022,22-26,Female,United states,Draper Utah
S_4023,22-26,Male,Philippines,Nueva Vizcaya
S_4024,22-26,Female,Tonga,Haapai
S_4025,22-26,Female,Papua New Guinea,Madang
S_4026,18-21,Female,Indonesia,Jakarta
S_4027,50-58,Male,United States,Indiana
S_4028,27-31,Male,Kiribati,Tarawa
S_4029,22-26,Female,United States,Sacramento
S_4030,27-31,Male,United States,Houston
S_4031,22-26,Female,United States,Utah
S_4032,18-21,Male,United States,"Providence, UT"
S_4033,22-26,Male,United States,Utah
S_4034,22-26,Female,USA,Utah
S_4035,18-21,Female,United States,American Samoa
S_4036,18-21,Male,Mexico,Veracruz
S_4037,18-21,Female,United States,Colorado
S_4038,43-49,Male,United States,Utah
S_4039,22-26,Female,United States,"Boise, Idaho"
S_4040,43-49,Female,USA,NY
S_4041,37-42,Male,United States,California
S_4042,22-26,Male,Philippines,Hinunangan
S_4043,27-31,Female,USA,West Virginia
S_4044,22-26,Female,Philippines,"Naga City, Camarines Sur"
S_4045,22-26,Male,Kiribati,Tarawa
S_4046,18-21,Male,United States,Colorado
S_4047,22-26,Male,Usa,Phoenix AZ
S_4048,22-26,Female,New Zealand,Auckland
S_4049,27-31,Female,usa,Utah
S_4050,27-31,Male,USA,Washington
S_4051,18-21,Female,United States,Hawaii
S_4052,22-26,Female,Fiji,Suva
S_4053,22-26,Female,United States,"Alpine, UT"
S_4054,22-26,Male,United States,Newport
S_4055,22-26,Male,Kiribati,Tarawa
S_4056,50-58,Male,United States,Minnesota
S_4057,22-26,Female,New Zealand,Auckland
S_4058,22-26,Female,United States,"Billings, Montana"
S_4059,18-21,Female,Jaoan,Chiba
S_4060,22-26,Female,Japan,Saitama
S_4061,18-21,Male,Vietnam,Saigon
S_4062,22-26,Male,Philippines,Naga
S_4063,27-31,Male,United States,CO
S_4064,22-26,Male,United States,Colorado
S_4065,32-36,Female,United States,Utah
S_4066,22-26,Male,USA,Utah
S_4067,22-26,Female,Samoa,Apia
S_4068,22-26,Female,Kingdom of Hawai’i,Makawao
S_4069,22-26,Female,United States of America,Minnesota
S_4070,22-26,Female,Philippines,Nueva Ecija
S_4071,22-26,Male,USA,Florida
S_4072,18-21,Male,United States,"Lehi, UT"
S_4073,43-49,Female,New Zealand,Hamilton
S_4074,18-21,Male,papua new guinea,Hawaii
S_4075,18-21,Female,USA,Utah
S_4076,22-26,Female,Indonesia,Bogor
S_4077,37-42,Male,Usa,Spokane
S_4078,18-21,Male,United States,"Kamas, UT"
S_4079,22-26,Male,Fiji,Suva
S_4080,18-21,Male,Usa,Phoenix AZ
S_4081,50-58,Male,Philippines,Manila
S_4082,27-31,Female,United States,Utah
S_4083,37-42,Female,Canada,Cardston
S_4084,22-26,Female,USA,Kailua Hawaii
S_4085,18-21,Female,Cambodia,Phnom Penh
S_4086,27-31,Female,USA,Utah
S_4087,22-26,Male,Tonga,Nuku'alofa
S_4088,43-49,Female,United States of America,Oregon
S_4089,22-26,Male,Fiji,Suva
S_4090,22-26,Male,Philippines,Malasiqui
S_4091,50-58,Female,China,Harbin
S_4092,18-21,Female,Philippines,Malasiqui
S_4093,22-26,Male,New Zealand,Auckland
S_4094,27-31,Female,USA,Utah
S_4095,37-42,Female,Philippines,Baguio
S_4096,22-26,Female,Usa,Bountiful Utah
S_4097,18-21,Male,Tonga,Nuku'alofa
S_4098,22-26,Male,México,Veracruz
S_4099,18-21,Female,USA,Washington
S_4100,27-31,Male,Philippines,Pasig City
S_4101,22-26,Female,Philippines,"Naga City, Camarines Sur"
S_4102,22-26,Female,Philippines,"Naga City, Camarines Sur"
S_4103,22-26,Female,United States,Texas
S_4104,22-26,Male,USA,California
S_4105,27-31,Female,United States of America,Minnesota
S_4106,22-26,Female,Philippines,Laguna
S_4107,22-26,Female,India New Delhi,New Delhi
S_4108,18-21,Male,New Zealand,Hamilton
S_4109,18-21,Male,USA,Hawaii
S_4110,18-21,Female,USA,Pennsylvania
S_4111,27-31,Female,Japan,Saitama
S_4112,18-21,Male,United States,Boise
S_4113,22-26,Female,Indonesia,Bogor
S_4114,22-26,Male,China,Hebei
S_4115,22-26,Female,USA,California
S_4116,18-21,Male,United States of America,Phoenix arizona
S_4117,22-26,Female,USA,"Atlanta, Ga"
S_4118,18-21,Female,Philippines,Pangasinan
S_4119,22-26,Male,Philippines,Isabela
S_4120,37-42,Male,French Polynesia,Tahiti
S_4121,27-31,Male,Tonga,Haapai
S_4122,22-26,Female,USA,California
S_4123,22-26,Female,USA,las vegas
S_4124,22-26,Female,USA,Arizona
S_4125,22-26,Female,USA,Utah
S_4126,18-21,Female,USA,Idaho
S_4127,18-21,Female,United States,Idaho
S_4128,22-26,Female,Mexico,Monterrey
S_4129,18-21,Male,United States,Boise
S_4130,22-26,Female,United States,Utah
S_4131,22-26,Female,USA,Pennsylvania
S_4132,27-31,Male,Japan,Kanagawa
S_4133,18-21,Female,Canada,Lethbridge
S_4134,43-49,Male,Malaysia,Subang Jaya
S_4135,22-26,Female,Fiji,Suva
S_4136,18-21,Female,Japan,Toride
S_4137,50-58,Male,USA,California
S_4138,18-21,Female,Fiji,Lautoka
S_4139,22-26,Male,United States,Hawaii
S_4140,18-21,Female,USA,Texas
S_4141,27-31,Female,Malaysia,Perak state
S_4142,18-21,Male,New Zealand,Auckland
S_4143,27-31,Male,United States,Missouri
S_4144,18-21,Female,Japan,Yamaguchi
S_4145,27-31,Female,United States,"Billings, Montana"
S_4146,22-26,Female,Tonga,Nuku'alofa
S_4147,22-26,Male,Tonga,Tongatapu
S_4148,22-26,Male,Philippines,Davao City
S_4149,18-21,Female,Philippines,Davao City
S_4150,43-49,Female,Indonesia,Central Java
S_4151,37-42,Female,United States,Laie Hawaii
S_4152,22-26,Female,Philippine,Alicia
S_4153,22-26,Male,USA,CA
S_4154,22-26,Female,Papua New Guinea,Hawaii
S_4155,43-49,Male,Canada,Alberta
S_4156,50-58,Male,PH,Tarlac
S_4157,22-26,Female,French Polynesia,Tahiti
S_4158,22-26,Female,USA,Hawaii
S_4159,18-21,Female,USA,Florida
S_4160,50-58,Male,USA,Sacramento
S_4161,22-26,Male,Fiji,Suva
S_4162,18-21,Male,Tonga,Nuku'alofa
S_4163,22-26,Male,USA,Honolulu
S_4164,18-21,Female,United States,Florida
S_4165,27-31,Male,French Polynesia,Marquesas Islands
S_4166,18-21,Female,Philippines,Cebu City
S_4167,43-49,Male,Tonga,Nuku’alofa
S_4168,22-26,Female,USA,"Edison, New Jersey"
S_4169,18-21,Male,Ghana,Accra
S_4170,22-26,Male,Samoa,Apia
S_4171,59-64,Female,Tahiti,French Polynesia
S_4172,27-31,Male,Phiilippines,Mapandan
S_4173,18-21,Female,United States,Utah
S_4174,18-21,Female,usa,North Carolina
S_4175,18-21,Female,United States,Hawaii
S_4176,27-31,Male,United States,"Alpine, UT"
S_4177,22-26,Female,Brazil,Sao Paulo
S_4178,32-36,Male,Tonga,Nuku'alofa
S_4179,22-26,Female,Philippines,"Naga City, Camarines Sur"
S_4180,27-31,Female,Philippines,Baguio
S_4181,22-26,Female,United States,Arizona
S_4182,18-21,Female,United State,Utah
S_4183,22-26,Female,America,Texas
S_4184,22-26,Female,Philippines,Pasuquin
S_4185,22-26,Male,United States,"Laie, Hawaii"
S_4186,18-21,Male,United States,Texas
S_4187,22-26,Female,Philippines,Taguig City
S_4188,18-21,Female,USA,Utah
S_4189,18-21,Female,Japan,Sapporo
S_4190,27-31,Female,Philippines,"San Pedro City, Laguna"
S_4191,22-26,Male,United States of America,Colorado
S_4192,22-26,Female,united states,airway heights
S_4193,27-31,Female,United States,"Boise, Idaho"
S_4194,18-21,Female,United State,Utah
S_4195,18-21,Female,Indonesia,Jakarta
S_4196,50-58,Female,USA,Colorado
S_4197,22-26,Male,Philippines,Pasuquin
S_4198,18-21,Male,USA,Minnesota
S_4199,18-21,Female,United States,Missouri
S_4200,27-31,Female,Indonesia,Cikarang
S_4201,43-49,Female,United States,Texas
S_4202,22-26,Female,Canada,British Columbia
S_4203,22-26,Male,Kiribati,Tarawa
S_4204,18-21,Male,USA,California
S_4205,18-21,Male,USA,Az
S_4206,22-26,Female,USA,California
S_4207,18-21,Male,Us,Utah
S_4208,27-31,Male,Mexico,Monterrey
S_4209,43-49,Male,Indonesia,Central Java
S_4210,22-26,Male,USA,Utah
S_4211,22-26,Male,Japan,Sendai
S_4212,22-26,Male,Japan,Tokyo
S_4213,22-26,Male,Philippines,Cavite
S_4214,27-31,Female,United States,Utah
S_4215,18-21,Female,"French Polynesia, Tahiti",Pirae
S_4216,32-36,Female,Kiribati,Tarawa
S_4217,22-26,Male,Fiji,Suva
S_4218,22-26,Male,United States,Colorado
S_4219,22-26,Male,Kiribati,Butaritari
S_4220,27-31,Male,USA,ARIZONA
S_4221,18-21,Female,United States,Boise Idaho
S_4222,22-26,Female,PHILIPPINES,Hawaii
S_4223,18-21,Female,Philippines,Cebu
S_4224,22-26,Male,Philippines,Pangasinan
S_4225,22-26,Male,United States,Martinsburg
S_4226,22-26,Male,Philippines,La carlota
S_4227,18-21,Male,USA,"Anchorage, AK"
S_4228,43-49,Female,China,Tianjin
S_4229,27-31,Female,United States,Davenport
S_4230,18-21,Male,USA,Utah
S_4231,22-26,Female,USA,Washington
S_4232,22-26,Male,New Zeland,Auckland
S_4233,22-26,Female,america,michigan
S_4234,37-42,Male,United States,Boise
S_4235,18-21,Female,Philippines,Tuguegarao
S_4236,18-21,Female,Philippines,Tagum
S_4237,22-26,Female,United States,"Kamas, UT"
S_4238,22-26,Female,India,Hyderabad
S_4239,27-31,Male,Fiji,Suva
S_4240,22-26,Female,Samoa,Tafuna
S_4241,27-31,Male,United States,Pleasant Grove
S_4242,50-58,Female,French Polynesia,Tahiti
S_4243,18-21,Male,Indonesia,Malang
S_4244,18-21,Male,United States,North Las Vegas
S_4245,22-26,Male,Philippines,Pasig City
S_4246,22-26,Male,USA,Sacramento
S_4247,50-58,Male,Philippines,Unknown
S_4248,27-31,Male,US,Sacramento
S_4249,22-26,Female,United States,Texas
S_4250,50-58,Male,Philippines,Pasig City
S_4251,22-26,Male,USA,Utah
S_4252,18-21,Female,Philippines,Cebu
S_4253,22-26,Female,Peru,Arequipa
S_4254,22-26,Female,Indonesia,Bogor
S_4255,22-26,Female,Tonga,Nuku’alofa
S_4256,22-26,Male,Tonga,Tongatapu
S_4257,43-49,Female,United States,Utah
S_4258,22-26,Female,Us,Utah
S_4259,22-26,Female,USA,Utah
S_4260,22-26,Female,Tonga,Nuku'alofa
S_4261,43-49,Male,USA,Utah
S_4262,22-26,Female,United States,Oregon
S_4263,22-26,Female,USA,California
S_4264,32-36,Female,New Zealand,Auckland
S_4265,50-58,Female,Philippines,Quezon City
S_4266,18-21,Male,Japan,Okinawa
S_4267,22-26,Female,Jaoan,Chiba
S_4268,43-49,Female,United States of America,California
S_4269,18-21,Male,Philippines,Cebu
S_4270,18-21,Male,Philippines,Negros Occidental
S_4271,18-21,Male,Philippines,Cagayan
S_4272,18-21,Female,Philippines,Southern Leyte
S_4273,22-26,Female,India,Delhi
S_4274,22-26,Male,Tahiti,Tahiti
S_4275,18-21,Female,United States,Utah
S_4276,18-21,Male,United States of America,Oregon
S_4277,50-58,Female,USA,Utah
S_4278,22-26,Female,United States,Utah
S_4279,27-31,Female,Kiribati,Tarawa
S_4280,27-31,Female,mongolia,ulaanbatar
S_4281,18-21,Female,United States,CO
S_4282,22-26,Female,United States of America,California
S_4283,27-31,Male,United States,Colorado
S_4284,18-21,Female,America,Texas
S_4285,22-26,Female,Philippines,Pampanga
S_4286,22-26,Female,USA,Spokane
S_4287,27-31,Female,New Zealand,Bay Of islands
S_4288,22-26,Female,NZ,Hastings
S_4289,18-21,Male,United States,California
S_4290,22-26,Female,China,Chengdu
S_4291,50-58,Female,Philippines,Cebu
S_4292,43-49,Female,Philippines,Pangasinan
S_4293,22-26,Male,USA,ARIZONA
S_4294,22-26,Male,Canada,British Columbia
S_4295,22-26,Female,USA,California
S_4296,27-31,Female,United States,Pleasant Grove
S_4297,27-31,Male,India,New Delhi
S_4298,37-42,Male,Philippines,Santiago City
S_4299,22-26,Female,Philippines,Isabela
S_4300,22-26,Female,US,Spokane Washington
S_4301,50-58,Female,USA,Utah
S_4302,22-26,Female,USA,Wisconsin
S_4303,27-31,Female,Japan,Okinawa
S_4304,22-26,Female,Weisheng,Kuala Lumpur
S_4305,22-26,Female,America,Utah
S_4306,37-42,Male,Philippines,Legazpi
S_4307,22-26,Male,United States,Florida
S_4308,18-21,Male,US,Oregon
S_4309,22-26,Male,Japan,Tokyo
S_4310,27-31,Female,Tonga,Nuku'alofa
S_4311,22-26,Female,United States,"Eagle, Idaho"
S_4312,22-26,Female,Philippines,"Naga City, Camarines Sur"
S_4313,27-31,Female,United States,Utah
S_4314,18-21,Female,China,Yunnan
S_4315,22-26,Male,United States of America,California
S_4316,22-26,Male,United States of America,Utah
S_4317,37-42,Female,South Korea,Gwangju
S_4318,27-31,Female,Fiji,Suva
S_4319,22-26,Female,USA,Pennsylvania
S_4320,22-26,Female,Philippines,Cavite
S_4321,27-31,Male,Hawaii,Oahu
S_4322,18-21,Male,america,michigan
S_4323,22-26,Female,India,New Delhi
S_4324,22-26,Male,USA,Oregon
S_4325,18-21,Female,USA,Utah
S_4326,18-21,Female,Philippines,Cebu
S_4327,50-58,Female,Japan,Kannonnji
S_4328,18-21,Male,Indonesia,Yogyakarta
S_4329,27-31,Female,Usa,Ohio
S_4330,22-26,Female,United States,Boise Idaho
S_4331,22-26,Male,USA,Utah
S_4332,22-26,Female,Tonga,Nuku'alofa
S_4333,27-31,Male,America,Idaho
S_4334,18-21,Female,Kiribati,Tarawa
S_4335,18-21,Male,Australia,Melbourne
S_4336,18-21,Male,USA,Kailua Hawaii
S_4337,32-36,Female,Indonesia,Jakarta
S_4338,22-26,Female,philippines,tuguegarao
S_4339,27-31,Male,United States,Oregon
S_4340,43-49,Female,United States,Wyoming
S_4341,22-26,Male,Hong Kong,Hong Kong
S_4342,22-26,Female,United States,West Virginia
S_4343,22-26,Female,USA,Hawaii
S_4344,22-26,Male,Korea,Seoul
S_4345,22-26,Female,Philippines,Hawaii
S_4346,43-49,Female,Kiribati,Tarawa
S_4347,22-26,Female,Tonga,Vava’u
S_4348,22-26,Female,Utah,Orem
S_4349,22-26,Female,United States,Texas
S_4350,22-26,Male,Philippines,Manila
S_4351,59-64,Male,Montana,Charlo Montana
S_4352,27-31,Male,Indonesia,Jakarta
S_4353,27-31,Female,Kiribati,Betio
S_4354,22-26,Male,USA,Hawaii
S_4355,27-31,Female,México,Tamaulipas
S_4356,18-21,Male,United States,Utah
S_4357,22-26,Male,"French Polynesia, Tahiti",Pirae
S_4358,22-26,Male,Philippines,Tarlac
S_4359,18-21,Female,america,michigan
S_4360,18-21,Female,Usa,Bountiful Utah
S_4361,43-49,Male,Philippines,Muntinlupa
S_4362,22-26,Male,México,Veracruz
S_4363,27-31,Male,Tahiti,Papeete
S_4364,27-31,Female,Philippines,Ballesteros
S_4365,32-36,Male,United States,Utah
S_4366,18-21,Male,Philippines,Tagum
S_4367,18-21,Male,Usa,Arizona
S_4368,22-26,Male,South Korea,Ulsan
S_4369,18-21,Male,Papua New Guinea,Hawaii
S_4370,22-26,Female,United States,Arizona
S_4371,18-21,Male,United States,Bluffdale Utah
S_4372,27-31,Male,Indonesia,Bogor
S_4373,43-49,Female,Cook Islands,Hawaii
S_4374,37-42,Male,USA,Hawaii
